Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
First Transit,3206,5,58,601001,60,5:58:26 AM,6:16:26 AM,0.4,18,0.4
,,6,20,601002,60,6:20:26 AM,6:38:27 AM,0.4,16,2.5
,,,41,601003,60,6:41:41 AM,7:01:26 AM,0.7,20,0.4
,,7,3,601004,60,7:03:26 AM,7:21:12 AM,0.4,17,1.2
,,,33,601005,60,7:33:26 AM,7:54:56 AM,0.4,21,0.9
,,,58,601006,60,7:58:26 AM,8:18:27 AM,0.4,18,2.5
,,8,23,601007,60,8:23:26 AM,8:47:57 AM,0.4,21,4
,,,47,601008,60,8:48:57 AM,9:09:56 AM,2,17,5.9
,,9,12,601009,60,9:12:26 AM,9:32:56 AM,0.4,20,0.9
,,,36,601010,60,9:36:26 AM,9:52:56 AM,0.4,17,-0.1
,,,58,601011,60,9:58:26 AM,10:18:41 AM,0.4,20,0.7
,,10,19,601012,60,10:19:56 AM,10:39:57 AM,0.9,17,4
,3207,6,7,501001,51,6:07:30 AM,6:37:30 AM,0.5,23,7.5
,,,38,501002,51,6:38:30 AM,7:02:00 AM,0.5,21,3
,,,59,501003,52,7:02:30 AM,7:42:45 AM,3.5,36,7.8
,,7,44,501004,51,7:44:30 AM,8:16:15 AM,0.5,24,8.3
,,8,11,501005,51,8:16:30 AM,8:48:15 AM,5.5,25,12.3
,,,49,501006,51,8:49:30 AM,9:14:45 AM,0.5,24,1.8
,,9,13,501007,51,9:15:00 AM,9:40:15 AM,2,25,2.3
,,,45,501008,51,9:45:45 AM,10:19:00 AM,0.8,24,10
,,10,11,501009,51,10:19:45 AM,10:39:45 AM,8.8,26,2.8
,,,44,501010,51,10:44:30 AM,11:14:15 AM,0.5,26,4.3
,,11,10,501011,51,11:14:30 AM,11:36:45 AM,4.5,26,0.8
,,,49,501012,51,11:49:30 AM,12:25:15 PM,0.5,24,12.3
,,12,13,501013,51,12:25:30 PM,12:49:00 PM,12.5,26,10
,,16,0,502101,51,4:00:30 PM,4:28:15 PM,0.5,27,1.3
,,,33,502102,51,4:34:15 PM,5:03:00 PM,1.3,28,2
,,17,8,502103,51,5:08:30 PM,5:41:31 PM,0.5,27,6.5
,,,48,502104,51,5:49:16 PM,6:16:16 PM,1.3,25,3.3
,,18,19,502105,51,6:19:31 PM,6:54:16 PM,0.5,27,8.3
,,,53,502106,51,6:54:46 PM,7:17:46 PM,1.8,24,0.8
,,19,20,502107,51,7:20:16 PM,7:31:31 PM,0.3,11,0.5
,3208,14,45,602001,60,2:45:31 PM,3:08:16 PM,0.5,23,0.3
,,15,8,602002,60,3:09:16 PM,3:28:16 PM,1.3,17,3.3
,,,31,602003,60,3:31:31 PM,3:53:02 PM,0.5,23,-1
,,,56,602004,60,3:56:16 PM,4:16:31 PM,0.3,19,1.5
,,16,18,602005,60,4:17:48 PM,4:42:01 PM,-0.2,23,1
,,,45,602006,60,4:47:31 PM,5:04:31 PM,2.5,19,0.5
,,17,17,602007,60,5:21:46 PM,5:46:48 PM,4.8,24,5.8
,,,45,602008,60,5:47:32 PM,6:07:03 PM,2.5,18,4.1
,,18,6,602009,60,6:08:17 PM,6:28:03 PM,2.3,22,0.1
,,,30,602010,60,6:30:33 PM,,0.6,17,
,,,47,602011,60,6:48:47 PM,7:08:32 PM,1.8,22,-0.5
,,19,13,602012,60,7:13:16 PM,7:29:32 PM,0.3,17,-0.5
,3209,6,39,502001,51,6:39:25 AM,6:54:56 AM,0.4,16,-0.1
,,7,5,502002,51,7:06:10 AM,7:29:25 AM,1.2,24,0.4
,,,29,502003,51,7:29:55 AM,7:55:41 AM,0.9,27,-0.3
,,12,46,501101,51,12:46:18 PM,1:11:48 PM,0.3,24,1.8
,,13,13,501102,51,1:13:18 PM,1:39:18 PM,0.3,26,0.3
,,,46,501103,51,1:45:50 PM,2:13:48 PM,-0.2,24,3.8
,,14,12,501104,51,2:14:03 PM,2:40:18 PM,2.1,26,2.3
,,,45,501105,51,2:45:03 PM,3:11:48 PM,0.1,25,1.8
,,15,12,501106,51,3:13:03 PM,3:52:18 PM,1.1,27,13.3
,,16,3,501107,51,4:04:47 PM,4:33:32 PM,1.8,28,2.5
,,,34,501108,52,4:35:17 PM,5:10:02 PM,1.3,35,1
,,17,16,501109,51,5:16:43 PM,5:44:45 PM,0.7,26,2.8
,,,45,501110,51,5:45:30 PM,6:12:30 PM,0.5,27,0.5
,,18,25,501111,51,,6:50:39 PM,,25,0.7
,,,53,501112,52,6:53:39 PM,7:27:41 PM,0.7,35,-0.3
,,19,34,501113,51,7:34:40 PM,7:57:56 PM,0.7,24,-0.1
,3216,6,43,102001,10,6:44:17 AM,7:04:02 AM,1.3,20,1
,,7,16,102002,10,7:16:33 AM,7:35:02 AM,0.6,18,1
,,,36,102003,10,7:36:33 AM,7:57:33 AM,0.6,21,0.6
,,8,4,102004,10,8:05:32 AM,8:24:02 AM,1.5,17,3
,,,21,102005,10,8:24:17 AM,,3.3,21,
,,,49,102006,10,8:55:03 AM,9:16:03 AM,6.1,17,10.1
,,9,6,102007,10,9:16:18 AM,9:33:48 AM,10.3,23,4.8
,,,36,102008,10,9:36:33 AM,,0.6,18,
,,,54,102009,10,9:57:02 AM,10:21:48 AM,3,23,4.8
,,10,24,102010,10,10:25:02 AM,10:46:17 AM,1,20,2.3
,,,44,102011,10,10:46:32 AM,11:12:18 AM,2.5,24,4.3
,,11,21,102012,10,11:21:33 AM,,0.6,20,
,,,41,102013,10,11:41:33 AM,12:04:47 PM,0.6,24,-0.2
,,12,12,102014,10,12:12:18 PM,12:38:18 PM,0.3,21,5.3
,,,35,102015,10,12:38:47 PM,1:01:32 PM,3.8,24,2.5
,,13,6,102016,10,1:06:48 PM,1:26:03 PM,0.8,20,0.1
,,,28,102017,10,1:28:33 PM,1:52:18 PM,0.6,24,0.3
,,14,5,102018,10,,2:25:04 PM,,20,0.1
,,,27,102019,10,2:27:19 PM,2:50:50 PM,0.3,24,-0.2
,,,59,102020,10,3:00:19 PM,3:21:19 PM,1.3,21,1.3
,,15,21,102021,10,3:22:19 PM,3:53:19 PM,1.3,23,9.3
,,,51,102022,10,3:54:19 PM,4:20:04 PM,3.3,21,8.1
,,16,16,102023,10,4:20:19 PM,4:42:34 PM,4.3,23,3.6
,,,46,102024,10,4:47:34 PM,5:09:34 PM,1.6,20,3.6
,,17,8,102025,10,5:09:49 PM,5:38:19 PM,1.8,26,4.3
,,,41,102026,10,5:42:36 PM,6:01:36 PM,1.6,20,0.6
,,18,3,102027,10,6:03:51 PM,6:29:20 PM,0.9,22,4.3
,,,32,102028,10,6:34:20 PM,6:54:50 PM,2.3,20,2.8
,,,59,102029,10,7:03:35 PM,7:25:50 PM,4.6,22,4.8
,,19,28,102030,10,7:32:05 PM,7:46:50 PM,4.1,15,3.8
,3217,5,43,293001,20cc,5:43:30 AM,,0.5,54,
,,6,37,293002,20cc,6:37:45 AM,7:34:45 AM,0.8,58,-0.3
,,7,35,293003,20cc,7:35:30 AM,8:43:30 AM,0.5,68,0.5
,,8,43,293004,20cc,8:44:00 AM,9:49:45 AM,1,67,-0.3
,,9,50,293005,20cc,9:50:30 AM,,0.5,63,
,,10,53,293006,20cc,10:57:45 AM,12:01:45 PM,4.8,68,0.8
,,12,1,293007,20cc,12:02:45 PM,1:10:30 PM,1.8,67,2.5
,,13,8,293008,20cc,1:11:30 PM,2:17:00 PM,3.5,68,1
,,14,16,293009,20cc,2:17:15 PM,3:25:30 PM,1.3,68,1.5
,,15,24,293010,20cc,3:25:45 PM,4:35:15 PM,1.8,72,-0.8
,,16,36,293011,20cc,4:36:30 PM,5:43:46 PM,0.5,69,-1.2
,,17,45,293012,20cc,5:45:15 PM,6:59:15 PM,0.3,74,0.3
,,18,59,293013,20cc,7:00:00 PM,7:48:15 PM,1,45,4.3
,3219,6,4,291001,20cc,6:06:06 AM,7:00:36 AM,2.1,55,1.6
,,,59,291002,20cc,7:01:36 AM,8:03:36 AM,2.6,64,0.6
,,8,3,291003,20cc,8:04:36 AM,9:08:21 AM,1.6,63,2.4
,,9,6,291004,20cc,9:09:21 AM,10:16:06 AM,3.4,66,4.1
,,10,12,291005,20cc,10:17:51 AM,11:14:52 AM,5.9,63,-0.1
,,11,15,291006,20cc,11:15:36 AM,12:24:06 PM,0.6,66,3.1
,,12,21,291007,20cc,12:24:20 PM,1:31:52 PM,3.3,71,-0.1
,,13,32,291008,20cc,1:32:21 PM,2:39:52 PM,0.4,68,-0.1
,,14,40,291009,20cc,2:40:21 PM,3:48:37 PM,0.4,69,-0.4
,,15,49,291010,20cc,3:49:21 PM,5:03:20 PM,0.4,68,6.3
,,16,57,291011,20cc,5:03:50 PM,,6.8,72,
,,18,9,291012,20cc,6:10:36 PM,7:22:21 PM,1.6,72,1.4
,,19,21,291013,20cc,7:22:51 PM,,1.9,45,
,3220,6,4,201001,20cw,6:05:38 AM,6:16:38 AM,1.6,12,0.6
,,,33,201002,20cw,6:34:53 AM,7:19:38 AM,1.9,45,1.6
,,7,30,201003,20cw,7:31:53 AM,8:27:39 AM,1.9,50,7.7
,,8,30,201004,20cw,8:33:39 AM,9:21:09 AM,3.7,51,0.2
,,9,33,201005,20cw,9:33:24 AM,10:26:54 AM,0.4,51,2.9
,,10,37,201006,20cw,10:37:24 AM,11:31:39 AM,0.4,52,2.7
,,11,41,201007,20cw,11:41:38 AM,12:38:54 PM,0.6,55,2.9
,,12,48,201008,20cw,12:49:53 PM,1:50:39 PM,1.9,56,6.7
,,13,56,201009,20cw,1:57:23 PM,2:55:54 PM,1.4,57,2.9
,,15,6,201010,20cw,3:07:08 PM,4:18:08 PM,1.1,58,14.1
,,16,19,201011,20cw,4:22:09 PM,5:16:38 PM,3.2,57,0.6
,,17,28,201012,20cw,5:28:52 PM,6:22:24 PM,0.9,54,0.4
,,18,35,201013,20cw,6:37:39 PM,7:25:09 PM,2.7,50,0.2
,,19,37,201014,20cw,7:37:39 PM,8:22:08 PM,0.7,46,-0.9
,3221,6,30,302001,32,6:30:41 AM,6:58:12 AM,0.7,25,3.2
,,7,6,302002,32,7:07:27 AM,7:39:26 AM,1.5,28,5.4
,,,34,302003,31,7:40:11 AM,8:12:26 AM,6.2,29,9.4
,,8,15,302004,32,8:16:42 AM,8:45:27 AM,1.7,29,1.5
,,,44,302005,32,8:45:42 AM,9:14:41 AM,1.7,26,4.7
,,9,30,302006,32,9:30:41 AM,9:57:12 AM,0.7,27,0.2
,,,57,302007,31,9:57:26 AM,10:28:41 AM,0.4,27,4.7
,,10,37,302008,31,10:37:56 AM,11:08:12 AM,0.9,29,2.2
,,11,6,302009,31,11:08:57 AM,11:37:41 AM,3,27,4.7
,,,43,302010,32,11:44:27 AM,12:13:41 PM,1.5,31,-0.3
,,12,14,302011,31,12:14:26 PM,12:45:12 PM,0.4,28,3.2
,,,52,302012,32,12:52:40 PM,1:24:12 PM,0.7,32,0.2
,,13,24,302013,31,1:24:26 PM,1:52:57 PM,0.4,27,2
,,14,3,302014,31,2:04:12 PM,2:39:12 PM,1.2,36,0.2
,,,39,302015,32,2:39:40 PM,3:06:12 PM,0.7,26,1.2
,,15,15,302016,31,3:16:57 PM,3:57:25 PM,2,41,1.4
,,,56,302017,32,3:57:42 PM,4:25:41 PM,1.7,25,4.7
,,16,46,302018,32,4:46:41 PM,5:22:56 PM,0.7,37,-0.1
,,17,23,302019,32,5:23:25 PM,5:50:41 PM,0.4,27,0.7
,,18,7,302020,32,6:07:56 PM,6:41:12 PM,0.9,34,0.2
,,,41,302021,32,6:41:41 PM,7:07:42 PM,0.7,24,2.7
,,19,20,302022,32,7:21:27 PM,7:48:41 PM,1.5,28,0.7
,3222,5,59,103001,10,5:59:15 AM,6:15:30 AM,0.3,15,1.5
,,6,14,103002,10,6:15:45 AM,6:33:45 AM,1.8,19,0.8
,,,40,103003,10,6:41:30 AM,,1.5,15,
,,,55,103004,10,6:57:30 AM,7:16:30 AM,2.5,21,0.5
,,7,29,103005,10,7:30:00 AM,7:48:15 AM,1,18,1.3
,,,51,103006,10,7:52:00 AM,8:17:15 AM,1,21,5.3
,,8,19,103007,10,8:20:15 AM,8:40:15 AM,1.3,17,4.3
,,,36,103008,10,8:41:00 AM,9:01:45 AM,5,21,4.8
,,9,4,103009,10,9:05:00 AM,9:22:45 AM,1,18,0.8
,,,22,103010,10,9:23:00 AM,9:46:00 AM,1,23,1
,,12,43,292007,20cc,12:56:58 PM,1:54:13 PM,14,71,0.2
,,13,54,292008,20cc,1:54:28 PM,,0.5,68,
,,15,2,292009,20cc,,4:15:00 PM,,72,1
,,16,14,292010,20cc,4:16:45 PM,5:24:15 PM,2.8,68,2.3
,,17,22,292011,20cc,5:24:30 PM,,2.5,67,
,,18,29,292012,20cc,6:32:31 PM,,3.5,48,
,3223,5,55,202001,20cw,5:55:24 AM,6:35:55 AM,0.4,41,-0.1
,,6,46,202002,20cw,6:46:39 AM,7:33:24 AM,0.7,47,0.4
,,7,43,202003,20cw,7:43:39 AM,8:34:55 AM,0.7,52,-0.1
,,8,51,202004,20cw,8:51:54 AM,9:43:09 AM,0.9,51,1.2
,,9,55,202005,20cw,9:55:24 AM,10:48:09 AM,0.4,51,2.2
,,10,58,202006,20cw,10:58:24 AM,11:58:34 AM,0.4,53,7.6
,,12,3,202007,20cw,12:03:19 PM,12:58:19 PM,0.3,55,0.3
,,13,10,202008,20cw,1:11:19 PM,2:07:49 PM,1.3,57,0.8
,,14,19,202009,20cw,2:19:49 PM,3:17:34 PM,0.8,58,0.6
,,15,29,202010,20cw,3:30:04 PM,4:26:50 PM,1.1,58,-0.2
,,16,39,202011,20cw,4:39:37 PM,5:37:22 PM,0.6,57,1.4
,,17,48,202012,20cw,5:48:53 PM,6:45:26 PM,0.9,51,6.4
,,18,57,202013,20cw,6:58:39 PM,7:41:40 PM,1.7,46,-1.3
,3224,6,23,402001,40,6:23:30 AM,6:48:15 AM,0.5,26,-0.8
,,,59,402002,40,7:00:30 AM,7:22:30 AM,1.5,23,0.5
,,7,27,402003,40,7:27:30 AM,7:58:00 AM,0.5,29,2
,,8,14,402004,40,8:15:15 AM,8:38:30 AM,1.3,23,1.5
,,,40,402005,40,8:40:30 AM,9:09:30 AM,0.5,29,0.5
,,9,19,402006,40,9:20:00 AM,9:42:30 AM,1,23,0.5
,,,45,402007,40,9:45:15 AM,10:14:45 AM,0.3,29,0.8
,,10,24,402008,40,10:25:45 AM,10:47:45 AM,1.8,24,-0.3
,,,51,402009,40,10:51:15 AM,11:20:15 AM,0.3,28,1.3
,,11,29,402010,40,11:30:00 AM,11:55:30 AM,1,25,1.5
,,,57,402011,40,11:57:45 AM,12:33:00 PM,0.8,28,8
,,12,38,402012,40,12:38:45 PM,1:03:45 PM,0.8,25,0.8
,,13,5,402013,40,1:05:45 PM,1:34:45 PM,0.8,29,0.8
,,,44,402014,40,1:44:45 PM,2:09:45 PM,0.8,25,0.8
,,14,11,402015,40,2:11:30 PM,2:39:15 PM,0.5,28,0.3
,,,49,402016,40,2:50:00 PM,3:17:30 PM,1,27,1.5
,,15,19,402017,40,3:19:30 PM,3:53:45 PM,0.5,29,5.8
,,,58,402018,40,4:00:00 PM,4:27:15 PM,2,27,2.3
,,16,28,402019,40,4:28:45 PM,5:00:00 PM,0.8,29,3
,,17,7,402020,40,5:07:45 PM,5:36:00 PM,0.8,28,1
,,,38,402021,40,5:38:45 PM,6:07:45 PM,0.8,29,0.8
,,18,17,402022,40,6:18:15 PM,6:43:00 PM,1.3,26,0
,,,43,402023,40,6:43:45 PM,7:11:15 PM,0.8,26,2.3
,,19,17,402024,40,7:18:15 PM,7:41:00 PM,1.3,23,1
,3225,6,48,403001,40,6:49:25 AM,7:16:25 AM,1.4,28,0.4
,,7,26,403002,40,7:26:55 AM,7:50:55 AM,0.9,23,1.9
,,,52,403003,40,7:52:25 AM,8:21:10 AM,0.4,28,1.2
,,8,30,403004,40,8:30:40 AM,8:53:25 AM,0.7,23,0.4
,,10,11,103012,10,10:14:25 AM,10:34:55 AM,3.4,23,0.9
,,,41,103013,10,10:41:40 AM,11:03:40 AM,0.7,21,1.7
,,11,2,103014,10,11:03:55 AM,11:26:40 AM,1.9,24,0.7
,,,39,103015,10,11:41:10 AM,12:02:25 PM,2.2,20,3.4
,,12,1,103016,10,12:02:40 PM,12:30:10 PM,1.7,24,5.2
,,,32,103017,10,12:33:55 PM,12:54:25 PM,1.9,21,1.4
,,,55,103018,10,12:55:55 PM,1:21:25 PM,0.9,24,2.4
,,13,26,103019,10,1:26:25 PM,1:48:55 PM,0.4,20,2.9
,,,48,103020,10,1:49:25 PM,2:16:55 PM,1.4,24,4.9
,,14,25,103021,10,2:25:25 PM,2:45:10 PM,0.4,20,0.2
,,,47,103022,10,2:47:10 PM,3:12:40 PM,0.2,24,1.7
,,15,18,103023,10,3:18:55 PM,,0.9,21,
,,,41,103024,10,3:42:10 PM,4:06:42 PM,1.2,23,2.7
,,16,11,103025,10,4:11:55 PM,4:36:10 PM,0.9,20,5.2
,,,36,103026,10,4:36:40 PM,5:02:40 PM,0.7,23,3.7
,,17,6,103027,10,5:06:25 PM,,0.4,20,
,,,28,103028,10,5:28:40 PM,5:58:26 PM,0.7,26,4.4
,,18,1,103029,10,6:01:41 PM,6:21:41 PM,0.7,20,0.7
,,,23,103030,10,6:23:56 PM,6:47:12 PM,0.9,22,2.2
,,,52,103031,10,6:52:26 PM,7:10:26 PM,0.4,19,-0.6
,,19,18,103032,10,7:18:41 PM,7:40:26 PM,0.7,22,0.4
,,,47,103033,10,7:47:41 PM,8:05:57 PM,0.7,15,4
,3292,6,12,203001,20cw,6:12:24 AM,6:54:43 AM,0.4,41,1.7
,,7,6,203002,20cw,7:06:27 AM,7:57:58 AM,0.5,49,3
,,8,9,203003,20cw,8:09:28 AM,9:04:28 AM,0.5,51,4.5
,,9,12,203004,20cw,9:12:42 AM,10:02:43 AM,0.7,51,-0.3
,,10,16,203005,20cw,10:19:12 AM,11:12:57 AM,3.2,52,5
,,11,20,203006,20cw,11:21:57 AM,12:22:12 PM,2,53,9.2
,,12,25,203007,20cw,12:30:42 PM,1:26:27 PM,5.7,56,5.5
,,13,33,203008,20cw,1:33:42 PM,2:41:42 PM,0.7,57,11.7
,,14,47,203009,20cw,2:50:42 PM,3:54:27 PM,3.7,59,8.5
,,15,59,203010,20cw,3:59:42 PM,5:07:57 PM,0.7,57,12
,,17,6,203011,20cw,5:12:57 PM,,7,56,
,,18,15,203012,20cw,6:23:28 PM,7:20:58 PM,8.5,51,15
,,19,16,203013,20cw,7:22:43 PM,8:14:43 PM,6.7,46,12.7
,3293,6,0,401001,40,6:03:00 AM,6:26:30 AM,3,26,0.5
,,,36,401002,40,6:37:30 AM,6:59:15 AM,1.5,23,0.3
,,7,2,401003,40,7:02:30 AM,7:31:30 AM,0.5,29,0.5
