Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
First Transit,2210,7,12,304001,31,7:13:30 AM,7:43:00 AM,1.5,29,2
,,15,26,204001,20cw,3:26:33 PM,3:56:03 PM,0.6,30,0.1
,3206,6,7,501001,51,6:07:20 AM,6:38:51 AM,0.3,23,8.9
,,,38,501002,51,6:39:06 AM,7:01:35 AM,1.1,21,2.6
,,,59,501003,52,7:01:50 AM,7:42:50 AM,2.8,36,7.8
,,7,44,501004,51,7:44:36 AM,8:12:35 AM,0.6,24,4.6
,,8,11,501005,51,8:13:05 AM,8:38:20 AM,2.1,25,2.3
,,,49,501006,51,8:49:36 AM,,0.6,24,
,,9,13,501007,51,9:15:05 AM,9:39:06 AM,2.1,25,1.1
,,,45,501008,51,9:47:35 AM,10:12:05 AM,2.6,24,3.1
,,10,11,501009,51,10:12:51 AM,10:45:06 AM,1.9,26,8.1
,,,44,501010,51,10:46:05 AM,11:11:51 AM,2.1,26,1.9
,,11,10,501011,51,11:12:35 AM,11:49:36 AM,2.6,26,13.6
,,,49,501012,51,11:49:51 AM,12:17:35 PM,0.9,24,4.6
,,12,13,501013,51,12:17:50 PM,12:40:36 PM,4.8,26,1.6
,3207,16,0,502101,51,4:00:13 PM,4:25:29 PM,0.2,27,-1.5
,,,33,502102,51,4:33:45 PM,5:02:15 PM,0.8,28,1.3
,,17,8,502103,51,5:08:30 PM,5:32:45 PM,0.5,27,-2.3
,,,48,502104,51,5:49:00 PM,,1,25,
,,18,19,502105,51,,6:41:32 PM,,27,-4.5
,,,53,502106,51,6:54:01 PM,7:16:47 PM,1,24,-0.2
,,19,20,502107,51,7:20:31 PM,7:30:02 PM,0.5,11,-1
,3208,5,58,601001,60,5:58:22 AM,6:16:37 AM,0.4,18,0.6
,,6,20,601002,60,6:20:22 AM,6:38:52 AM,0.4,16,2.9
,,,41,601003,60,6:42:07 AM,7:00:08 AM,1.1,20,-0.9
,,7,3,601004,60,7:03:37 AM,7:23:22 AM,0.6,17,3.4
,,,33,601005,60,7:34:07 AM,7:54:37 AM,1.1,21,0.6
,,,58,601006,60,7:59:07 AM,8:17:52 AM,1.1,18,1.9
,,8,23,601007,60,8:23:22 AM,8:47:52 AM,0.4,21,3.9
,,,47,601008,60,8:48:37 AM,9:09:07 AM,1.6,17,5.1
,,9,12,601009,60,9:13:22 AM,9:35:22 AM,1.4,20,3.4
,,,36,601010,60,9:36:37 AM,9:55:07 AM,0.6,17,2.1
,,,58,601011,60,9:58:52 AM,10:18:07 AM,0.9,20,0.1
,,10,19,601012,60,10:19:52 AM,10:36:37 AM,0.9,17,0.6
,,14,45,602001,60,2:45:54 PM,3:05:55 PM,0.9,23,-2.1
,,15,8,602002,60,3:08:24 PM,3:27:24 PM,0.4,17,2.4
,,,31,602003,60,3:34:39 PM,3:54:09 PM,3.7,23,0.2
,,,56,602004,60,3:56:09 PM,4:17:09 PM,0.2,19,2.2
,,16,18,602005,60,4:20:39 PM,4:39:11 PM,2.7,23,-1.8
,,,45,602006,60,4:46:25 PM,5:03:41 PM,1.4,19,-0.3
,,17,17,602007,60,5:18:25 PM,5:39:56 PM,1.4,24,-1.1
,,,45,602008,60,5:45:10 PM,6:07:40 PM,0.2,18,4.7
,,18,6,602009,60,6:09:10 PM,6:26:26 PM,3.2,22,-1.6
,,,30,602010,60,6:30:25 PM,6:48:40 PM,0.4,17,1.7
,,,47,602011,60,6:50:10 PM,7:08:26 PM,3.2,22,-0.6
,,19,13,602012,60,7:13:25 PM,7:30:10 PM,0.4,17,0.2
,3209,6,39,502001,51,6:40:51 AM,6:54:22 AM,1.9,16,-0.6
,,7,5,502002,51,7:06:06 AM,7:29:36 AM,1.1,24,0.6
,,,29,502003,51,7:30:21 AM,7:52:52 AM,1.4,27,-3.1
,,12,46,501101,51,12:45:53 PM,1:10:06 PM,-0.1,24,0.1
,,13,13,501102,51,1:13:30 PM,1:40:45 PM,0.5,26,1.8
