Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
First Transit,2210,7,12,304001,31,2.300590277777778,2.3234953703703702,0.8500000238418579,29.0,4.849999904632568
,,15,26,204001,20cw,2.6467476851851854,2.676087962962963,5.3333330154418945,32.0,15.583333015441895
,3058,6,39,502001,51,2.2771643518518516,2.2891435185185185,0.1333329975605011,16.0,1.3833329677581787
,,7,5,502002,51,2.29556712962963,2.3155324074074075,0.6333330273628235,24.0,5.383333206176758
,,,29,502003,51,2.316053240740741,2.337060185185185,6.133333206176758,27.0,9.383333206176758
,,16,0,502101,51,2.6668055555555554,2.684363425925926,0.21666599810123444,27.0,-1.516666054725647
,,,33,502102,51,2.6909490740740742,2.7124652777777776,1.9833329916000366,28.0,4.966666221618652
,,17,8,502103,51,2.7142013888888887,2.7310648148148147,0.46666601300239563,27.0,-2.2666659355163574
,,,48,502104,51,2.7419907407407407,2.760219907407407,0.4833329916000366,25.0,1.7333329916000366
,,18,19,502105,51,2.7635185185185183,2.7803703703703704,0.4833329916000366,27.0,-2.2666659355163574
,,,53,502106,51,2.7869444444444444,2.8053587962962965,0.21666599810123444,24.0,2.733333110809326
,,19,20,502107,51,2.80587962962963,2.812662037037037,0.4833329916000366,11.0,-0.7666659951210022
,3206,5,58,601001,60,2.2503935185185187,2.2614930555555555,2.5833330154418945,18.0,0.5666660070419312
,,6,20,601002,60,,2.277488425925926,,16.0,3.5999999046325684
,,,41,601003,60,2.2781944444444444,2.292777777777778,-0.4000000059604645,20.0,0.6000000238418579
,,7,3,601004,60,,2.3077083333333333,,17.0,3.116666078567505
,,,33,601005,60,2.3158333333333334,2.3314583333333334,1.8166660070419312,21.0,3.3166658878326416
,,,58,601006,60,2.3323263888888888,2.346388888888889,0.5666660070419312,18.0,2.8166658878326416
,,8,23,601007,60,2.346585648148148,,-3.933332920074463,21.0,
,,,47,601008,60,2.3671064814814815,2.382048611111111,1.649999976158142,17.0,6.150000095367432
,,9,12,601009,60,2.3829166666666666,2.397662037037037,-0.6000000238418579,20.0,0.6499999761581421
,,,36,601010,60,2.400787037037037,2.4139930555555553,1.149999976158142,17.0,3.1500000953674316
,,,58,601011,60,2.415810185185185,,0.7833330035209656,20.0,
,,10,19,601012,60,2.434386574074074,2.448275462962963,6.533332824707031,17.0,9.533332824707031
,,14,45,602001,60,2.6143981481481484,2.632083333333333,-0.2833330035209656,23.0,2.2166659832000732
,,15,8,602002,60,2.632604166666667,,2.9666659832000732,17.0,
,,,31,602003,60,2.647013888888889,2.662986111111111,0.7166659832000732,23.0,0.7166659832000732
,,,56,602004,60,2.6640277777777777,2.678958333333333,0.21666599810123444,19.0,2.7166659832000732
,,16,18,602005,60,2.6791550925925924,2.693726851851852,-0.03333299979567528,23.0,-2.0333330631256104
,,,45,602006,60,,2.7109375,,19.0,-0.25
,,17,17,602007,60,2.7203125,2.7383680555555556,0.25,24.0,2.25
,,,45,602008,60,2.7399305555555555,,0.5,18.0,
,,18,6,602009,60,2.754513888888889,2.7699652777777777,0.5,22.0,0.75
,,,30,602010,60,2.7710069444444443,,0.25,17.0,0.0
,,,47,602011,60,2.7828125,2.7973958333333333,0.25,22.0,-0.75
,,19,13,602012,60,2.8010416666666664,2.814236111111111,0.5,17.0,2.5
,3208,6,7,501001,51,2.2552430555555554,2.27224537037037,0.550000011920929,23.0,2.049999952316284
,,,38,501002,51,,2.292013888888889,,21.0,1.516666054725647
,,,59,501003,52,2.2921875,2.315636574074074,1.766666054725647,36.0,-0.4833329916000366
,,7,44,501004,51,2.3229166666666665,2.342361111111111,1.016666054725647,24.0,5.016665935516357
,,8,11,501005,51,2.342534722222222,2.3592013888888888,2.2666659355163574,25.0,1.266666054725647
,,,49,501006,51,2.3679282407407407,2.3847916666666666,0.8333330154418945,24.0,1.100000023841858
,,9,13,501007,51,2.384965277777778,2.4021296296296297,1.350000023841858,25.0,1.0833330154418945
,,,45,501008,51,2.4071875,2.427662037037037,1.350000023841858,24.0,6.849999904632568
,,10,11,501009,51,2.427824074074074,2.4460532407407407,5.0833330154418945,26.0,5.3333330154418945
,,,44,501010,51,,2.475347222222222,,26.0,14.516666412353516
,,11,10,501011,51,2.4758680555555554,2.491840277777778,15.266666412353516,26.0,12.266666412353516
,,,49,501012,51,,2.5145138888888887,,24.0,7.900000095367432
,,12,13,501013,51,2.515023148148148,2.532395833333333,8.649999618530273,26.0,7.650000095367432
,3210,12,46,501101,51,,2.5532523148148147,,24.0,6.699999809265137
,,13,13,501102,51,2.5534375000000002,2.5730439814814816,3.950000047683716,26.0,6.199999809265137
,,,46,501103,51,2.5753125,2.593020833333333,2.450000047683716,24.0,3.950000047683716
,,14,12,501104,51,2.5931944444444444,2.6138425925925928,2.200000047683716,26.0,5.949999809265137
,,,45,501105,51,2.6154166666666665,2.634513888888889,1.2000000476837158,25.0,3.700000047683716
,,15,12,501106,51,2.635381944444444,2.653935185185185,2.950000047683716,27.0,2.683332920074463
,,16,3,501107,51,2.6706018518518517,2.6931712962962964,2.683332920074463,28.0,7.183332920074463
,,,34,501108,52,2.6936921296296297,2.7173032407407405,4.933332920074463,35.0,3.933332920074463
,,17,16,501109,51,2.7204282407407407,2.7400462962962964,1.4333330392837524,26.0,3.683332920074463
,,,45,501110,51,2.7403935185185184,2.759664351851852,1.1833330392837524,27.0,1.9333330392837524
,,18,25,501111,51,2.7683449074074074,2.786574074074074,1.4333330392837524,25.0,2.683332920074463
,,,53,501112,52,2.7872685185185184,2.8112268518518517,0.6833329796791077,35.0,0.18333299458026886
,,19,34,501113,51,2.8157407407407407,2.833275462962963,0.6833329796791077,24.0,1.9333330392837524
,3216,6,23,402001,40,2.2670833333333333,2.2846180555555557,1.600000023841858,26.0,0.8666660189628601
,,,59,402002,40,2.291909722222222,2.3071875,1.3666659593582153,23.0,0.3666659891605377
,,7,27,402003,40,2.3108333333333335,2.3332291666666665,0.6166660189628601,29.0,3.866666078567505
,,8,14,402004,40,2.3438194444444447,2.361875,1.1166659593582153,23.0,4.116665840148926
,,,40,402005,40,2.362222222222222,2.3830555555555555,1.6166659593582153,29.0,2.616666078567505
,,9,19,402006,40,2.3896527777777776,2.405451388888889,2.116666078567505,23.0,1.8666659593582153
,,,45,402007,40,2.4064930555555555,2.4256018518518516,0.3666659891605377,29.0,-1.1333329677581787
,,10,24,402008,40,2.433923611111111,2.4516319444444443,0.8666660189628601,24.0,2.366666078567505
,,,51,402009,40,2.452847222222222,2.471597222222222,1.1166659593582153,28.0,0.11666599661111832
,,11,29,402010,40,2.478888888888889,2.4983333333333335,0.6166660189628601,25.0,3.616666078567505
,,,57,402011,40,2.499201388888889,2.516400462962963,1.8666659593582153,28.0,-1.3833329677581787
,,12,38,402012,40,2.5268055555555557,2.545729166666667,0.6166660189628601,25.0,2.866666078567505
,,13,5,402013,40,2.54625,2.564490740740741,1.6166659593582153,29.0,-1.1333329677581787
