Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
First Transit,3206,6,39,502001,51,6:39:27 AM,7:04:27 AM,0.5,16,9.5
,,7,5,502002,51,7:05:27 AM,7:31:57 AM,0.5,24,3
,,,29,502003,51,7:32:42 AM,7:55:28 AM,3.7,27,-0.5
,,14,45,602001,60,2:44:30 PM,3:07:59 PM,-0.5,23,0
,,15,8,602002,60,3:08:28 PM,3:34:13 PM,0.5,17,9.2
,,,31,602003,60,3:34:43 PM,3:55:28 PM,3.7,23,1.5
,,,56,602004,60,3:56:28 PM,4:15:43 PM,0.5,19,0.7
,,16,18,602005,60,4:18:28 PM,4:40:44 PM,0.5,23,-0.3
,,,45,602006,60,4:45:13 PM,5:04:13 PM,0.2,19,0.2
,,17,17,602007,60,5:17:28 PM,5:42:43 PM,0.5,24,1.7
,,,45,602008,60,5:45:13 PM,6:05:13 PM,0.2,18,2.2
,,18,6,602009,60,6:06:13 PM,6:28:13 PM,0.2,22,0.2
,,,30,602010,60,6:30:13 PM,6:48:28 PM,0.2,17,1.5
,,,47,602011,60,6:48:58 PM,7:06:29 PM,2,22,-2.5
,,19,13,602012,60,7:13:58 PM,7:31:28 PM,1,17,1.5
,3207,6,7,501001,51,6:07:30 AM,6:32:45 AM,0.5,23,2.8
,,,38,501002,51,6:38:30 AM,7:02:00 AM,0.5,21,3
,,,59,501003,52,7:02:15 AM,7:35:45 AM,3.3,36,0.8
,,7,44,501004,51,7:44:30 AM,8:10:00 AM,0.5,24,2
,,8,11,501005,51,8:11:30 AM,8:36:15 AM,0.5,25,0.3
,,,49,501006,51,8:50:00 AM,9:15:00 AM,1,24,2
,,9,13,501007,51,9:16:15 AM,9:39:00 AM,3.3,25,1
,,,45,501008,51,9:45:45 AM,10:09:45 AM,0.8,24,0.8
,,10,11,501009,51,10:11:30 AM,10:36:01 AM,0.5,26,-1
,,,44,501010,51,10:44:30 AM,,0.5,26,
,,11,10,501011,51,11:16:30 AM,11:38:16 AM,6.5,26,2.3
,,,49,501012,51,11:49:31 AM,12:14:16 PM,0.5,24,1.3
,,12,13,501013,51,12:14:31 PM,12:38:47 PM,1.5,26,-0.2
,,16,0,502101,51,4:01:06 PM,4:33:36 PM,1.1,27,6.6
,,,33,502102,51,4:34:21 PM,5:06:21 PM,1.4,28,5.4
,,17,8,502103,51,5:08:21 PM,5:48:51 PM,0.4,27,13.9
,,,48,502104,51,5:49:21 PM,6:14:36 PM,1.4,25,1.6
,,18,19,502105,51,6:19:36 PM,6:54:51 PM,0.6,27,8.9
,,,53,502106,51,6:55:21 PM,7:19:21 PM,2.4,24,2.4
,,19,20,502107,51,7:20:21 PM,7:31:36 PM,0.4,11,0.6
,3209,5,58,601001,60,5:59:00 AM,6:19:45 AM,1,18,3.8
,,6,20,601002,60,6:21:15 AM,6:38:00 AM,1.3,16,2
,,,41,601003,60,6:42:15 AM,7:02:00 AM,1.3,20,1
,,7,3,601004,60,7:03:45 AM,7:23:15 AM,0.8,17,3.3
,,,33,601005,60,7:34:21 AM,7:55:36 AM,1.4,21,1.6
,,,58,601006,60,8:00:20 AM,8:23:05 AM,2.3,18,7.1
,,8,23,601007,60,8:26:20 AM,8:46:35 AM,3.3,21,2.6
,,,47,601008,60,8:47:51 AM,9:07:20 AM,0.9,17,3.3
,,9,12,601009,60,9:12:36 AM,9:33:21 AM,0.6,20,1.4
,,,36,601010,60,9:36:51 AM,9:54:21 AM,0.9,17,1.4
,,,58,601011,60,9:58:06 AM,10:19:21 AM,0.1,20,1.4
,,10,19,601012,60,10:20:21 AM,10:38:05 AM,1.4,17,2.1
,,12,46,501101,51,12:45:41 PM,1:10:39 PM,-0.3,24,0.7
,,13,13,501102,51,1:13:39 PM,1:38:25 PM,0.7,26,-0.6
,,,46,501103,51,1:45:41 PM,,-0.3,24,
,,14,12,501104,51,2:13:09 PM,2:37:10 PM,1.2,26,-0.8
,,,45,501105,51,2:44:41 PM,3:12:54 PM,-0.3,25,2.9
,,15,12,501106,51,3:13:54 PM,3:43:09 PM,1.9,27,4.2
,,16,3,501107,51,,4:35:54 PM,,28,4.9
,,,34,501108,52,4:36:39 PM,5:09:09 PM,2.7,35,0.2
,,17,16,501109,51,5:18:09 PM,5:42:24 PM,2.2,26,0.4
,,,45,501110,51,5:45:53 PM,6:11:23 PM,0.9,27,-0.6
,,18,25,501111,51,6:26:03 PM,6:51:03 PM,1.1,25,1.1
,,,53,501112,52,6:53:33 PM,7:29:03 PM,0.6,35,1.1
,,19,34,501113,51,7:35:48 PM,7:59:33 PM,1.8,24,1.6
,3216,6,12,203001,20cw,6:13:00 AM,6:55:00 AM,1,41,2
,,7,6,203002,20cw,7:06:45 AM,8:00:45 AM,0.8,49,5.8
,,8,9,203003,20cw,8:09:15 AM,9:04:00 AM,0.3,51,4
,,9,12,203004,20cw,9:12:30 AM,10:05:45 AM,0.5,51,2.8
,,10,16,203005,20cw,10:17:45 AM,11:10:45 AM,1.8,52,2.8
,,11,20,203006,20cw,11:20:31 AM,12:20:16 PM,0.5,53,7.3
,,12,25,203007,20cw,12:25:31 PM,1:24:46 PM,0.5,56,3.8
,,13,33,203008,20cw,1:33:31 PM,2:32:01 PM,0.5,57,2
,,14,47,203009,20cw,2:47:31 PM,3:46:31 PM,0.5,59,0.5
,,15,59,203010,20cw,3:59:31 PM,4:57:46 PM,0.5,57,1.8
,,17,6,203011,20cw,5:07:16 PM,6:13:46 PM,1.3,56,11.8
,,18,15,203012,20cw,6:17:46 PM,7:07:16 PM,2.8,51,1.3
,,19,16,203013,20cw,7:19:16 PM,8:02:01 PM,3.3,46,0
,3217,6,48,403001,40,6:49:27 AM,7:17:27 AM,1.5,28,1.5
,,7,26,403002,40,7:27:12 AM,7:48:41 AM,1.2,23,-0.3
,,,52,403003,40,7:52:26 AM,8:21:27 AM,0.4,28,1.5
,,8,30,403004,40,8:30:56 AM,8:53:41 AM,0.9,23,0.7
,,15,10,403101,40,3:12:42 PM,3:38:27 PM,2.7,27,1.5
,,,40,403102,40,3:40:27 PM,4:09:12 PM,0.5,28,1.2
,,16,21,403103,40,4:21:57 PM,4:50:27 PM,1,27,2.5
,,,51,403104,40,4:52:42 PM,5:21:42 PM,1.7,29,1.7
,,17,30,403105,40,5:33:12 PM,6:03:57 PM,3.2,28,6
,3219,5,43,293001,20cc,5:45:30 AM,6:35:16 AM,2.5,54,-1.7
,,6,37,293002,20cc,6:37:15 AM,7:38:00 AM,0.3,58,3
,,7,35,293003,20cc,7:38:30 AM,8:43:45 AM,3.5,68,0.8
,,8,43,293004,20cc,8:44:15 AM,9:48:01 AM,1.3,67,-2
,,9,50,293005,20cc,9:50:15 AM,10:54:30 AM,0.3,63,1.5
,,10,53,293006,20cc,10:54:45 AM,,1.8,68,
,,12,1,293007,20cc,12:06:16 PM,1:09:16 PM,5.3,67,1.3
,,13,8,293008,20cc,1:09:46 PM,2:15:02 PM,1.8,68,-1
,,14,16,293009,20cc,2:16:16 PM,3:24:46 PM,0.3,68,0.8
,,15,24,293010,20cc,3:25:16 PM,4:34:17 PM,1.3,72,-1.7
,,16,36,293011,20cc,4:34:48 PM,5:46:01 PM,-1.2,69,1
,,17,45,293012,20cc,5:46:31 PM,6:59:16 PM,1.5,74,0.3
,,18,59,293013,20cc,6:59:46 PM,,0.8,45,
,3220,7,23,303001,32,7:24:10 AM,7:58:11 AM,1.2,26,9.2
,,,59,303002,32,8:01:10 AM,8:28:40 AM,2.2,29,0.7
,,8,28,303003,31,8:29:10 AM,8:58:10 AM,1.2,29,1.2
,,9,8,303004,31,9:09:10 AM,9:39:25 AM,1.2,29,2.4
,,,37,303005,32,9:39:55 AM,10:07:55 AM,2.9,26,4.9
,,10,15,303006,32,10:15:40 AM,10:44:55 AM,0.7,27,2.9
,,,42,303007,32,10:45:25 AM,11:07:55 AM,3.4,25,0.9
,,11,20,303008,31,11:20:40 AM,11:56:42 AM,0.7,35,1.7
,,,55,303009,32,11:57:42 AM,12:37:57 PM,2.7,25,18
,,12,30,303010,31,12:40:11 PM,1:16:26 PM,10.2,36,10.4
,,13,6,303011,32,1:16:56 PM,1:44:26 PM,10.9,26,12.4
,,,45,303012,32,1:47:27 PM,2:21:26 PM,2.5,36,0.4
,,14,21,303013,31,2:21:56 PM,2:56:11 PM,0.9,27,8.2
,,15,6,303014,32,3:06:41 PM,3:43:57 PM,0.7,39,-1
,,,45,303015,31,3:45:12 PM,4:14:12 PM,0.2,29,0.2
,,16,24,303016,31,4:25:27 PM,5:01:12 PM,1.5,39,-1.8
,,17,3,303017,32,5:03:26 PM,5:32:12 PM,0.4,27,2.2
,,,40,303018,31,5:41:27 PM,6:14:42 PM,1.5,37,-2.3
,,18,17,303019,31,6:17:12 PM,6:44:42 PM,0.2,26,1.7
,,19,3,303020,31,7:03:43 PM,,0.7,30,
,3221,7,12,304001,31,7:12:33 AM,7:39:32 AM,0.6,29,-1.5
,,8,44,302005,32,,,,26,
,,9,30,302006,32,,9:57:19 AM,,27,0.3
,,,57,302007,31,9:58:34 AM,10:25:19 AM,1.6,27,1.3
,,10,37,302008,31,10:38:19 AM,11:08:19 AM,1.3,29,2.3
,,11,6,302009,31,11:08:49 AM,11:35:20 AM,2.8,27,2.3
,,,43,302010,32,11:43:51 AM,12:14:36 PM,0.9,31,0.6
,,12,14,302011,31,12:15:36 PM,12:43:21 PM,1.6,28,1.4
,,,52,302012,32,12:53:21 PM,1:23:50 PM,1.4,32,-0.2
,,13,24,302013,31,1:24:51 PM,1:53:50 PM,0.9,27,2.8
,,14,3,302014,31,2:04:36 PM,2:38:50 PM,1.6,36,-0.2
,,,39,302015,32,2:39:36 PM,3:06:06 PM,0.6,26,1.1
,,15,15,302016,31,3:16:51 PM,3:56:36 PM,1.9,41,0.6
,,,56,302017,32,3:57:06 PM,4:22:21 PM,1.1,25,1.4
,,16,46,302018,32,4:46:36 PM,5:23:06 PM,0.6,37,0.1
,,17,23,302019,32,5:23:20 PM,5:50:36 PM,0.3,27,0.6
,3222,6,15,292001,20cc,6:15:18 AM,7:08:03 AM,0.3,54,-0.9
,,7,9,292002,20cc,7:09:18 AM,8:19:18 AM,0.3,71,-0.7
,,8,20,292003,20cc,8:20:18 AM,9:29:47 AM,0.3,68,1.8
,,9,28,292004,20cc,9:31:02 AM,10:34:02 AM,3,63,3
,,10,31,292005,20cc,10:34:17 AM,,3.3,64,
,,11,35,292006,20cc,11:37:33 AM,12:43:33 PM,2.6,68,0.6
,,12,43,292007,20cc,12:44:03 PM,1:53:49 PM,1.1,71,-0.2
