Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
First Transit,2210,7,12,304001,31,7:12:37 AM,7:42:07 AM,0.6,29,1.1
First Transit,2210,15,26,204001,20cw,3:27:58 PM,3:58:28 PM,2,30,2.5
First Transit,3206,5,58,601001,60,5:58:25 AM,6:18:40 AM,0.4,18,2.7
First Transit,3206,6,20,601002,60,6:20:40 AM,6:38:55 AM,0.7,16,2.9
First Transit,3206,6,41,601003,60,6:41:25 AM,7:00:56 AM,0.4,20,-0.1
First Transit,3206,7,3,601004,60,7:03:25 AM,7:22:40 AM,0.4,17,2.7
First Transit,3206,7,33,601005,60,7:33:40 AM,7:56:24 AM,0.7,21,2.4
First Transit,3206,7,58,601006,60,7:58:25 AM,8:19:55 AM,0.4,18,3.9
First Transit,3206,8,23,601007,60,8:23:25 AM,8:46:25 AM,0.4,21,2.4
First Transit,3206,8,47,601008,60,8:47:40 AM,9:05:10 AM,0.7,17,1.2
First Transit,3206,9,12,601009,60,9:12:40 AM,9:32:40 AM,0.7,20,0.7
First Transit,3206,9,36,601010,60,9:36:25 AM,9:54:10 AM,0.4,17,1.2
First Transit,3206,9,58,601011,60,9:58:40 AM,10:19:12 AM,0.7,20,1.2
First Transit,3206,10,19,601012,60,10:19:55 AM,10:40:55 AM,0.9,17,4.9
First Transit,3206,14,45,602001,60,2:46:10 PM,3:07:26 PM,1.2,23,-0.6
First Transit,3206,15,8,602002,60,3:08:25 PM,3:25:55 PM,0.4,17,0.9
First Transit,3206,15,31,602003,60,3:31:55 PM,3:54:25 PM,0.9,23,0.4
First Transit,3206,15,56,602004,60,4:00:10 PM,4:17:10 PM,4.2,19,2.2
First Transit,3206,16,18,602005,60,4:18:25 PM,4:40:26 PM,0.4,23,-0.6
First Transit,3206,16,45,602006,60,4:45:55 PM,5:03:26 PM,0.9,19,-0.6
First Transit,3206,17,17,602007,60,5:20:25 PM,5:44:25 PM,3.4,24,3.4
First Transit,3206,17,45,602008,60,5:45:40 PM,6:05:55 PM,0.7,18,2.9
First Transit,3206,18,6,602009,60,6:06:55 PM,6:28:25 PM,0.9,22,0.4
First Transit,3206,18,30,602010,60,6:36:10 PM,6:53:10 PM,6.2,17,6.2
First Transit,3206,18,47,602011,60,6:53:25 PM,7:10:25 PM,6.4,22,1.4
First Transit,3206,19,13,602012,60,7:14:25 PM,7:31:25 PM,1.4,17,1.4
First Transit,3207,12,46,501101,51,12:46:24 PM,1:14:24 PM,0.4,24,4.4
First Transit,3207,13,13,501102,51,1:14:39 PM,1:38:40 PM,1.7,26,-0.3
First Transit,3207,13,46,501103,51,1:46:24 PM,2:11:09 PM,0.4,24,1.2
First Transit,3207,14,12,501104,51,2:12:24 PM,2:37:40 PM,0.4,26,-0.3
First Transit,3207,14,45,501105,51,2:44:41 PM,3:12:09 PM,-0.3,25,2.2
First Transit,3207,15,12,501106,51,3:13:09 PM,3:42:54 PM,1.2,27,3.9
First Transit,3207,16,3,501107,51,4:03:54 PM,4:34:39 PM,0.9,28,3.7
First Transit,3207,16,34,501108,52,4:35:09 PM,5:10:09 PM,1.2,35,1.2
First Transit,3207,17,16,501109,51,5:16:24 PM,5:43:09 PM,0.4,26,1.2
First Transit,3207,17,45,501110,51,5:45:24 PM,6:12:54 PM,0.4,27,0.9
First Transit,3207,18,25,501111,51,6:26:09 PM,6:49:55 PM,1.2,25,-0.1
First Transit,3207,18,53,501112,52,6:52:26 PM,7:28:09 PM,-0.6,35,0.2
First Transit,3207,19,34,501113,51,7:34:39 PM,7:57:25 PM,0.7,24,-0.6
First Transit,3208,6,39,502001,51,6:39:27 AM,6:56:27 AM,0.5,16,1.5
First Transit,3208,7,5,502002,51,7:05:57 AM,7:31:12 AM,1,24,2.2
First Transit,3208,7,29,502003,51,7:31:57 AM,,3,27,
First Transit,3208,16,0,502101,51,4:00:46 PM,4:32:16 PM,0.8,27,5.3
First Transit,3208,16,33,502102,51,4:33:31 PM,5:02:31 PM,0.5,28,1.5
First Transit,3208,17,8,502103,51,5:08:31 PM,5:33:47 PM,0.5,27,-1.2
First Transit,3208,17,48,502104,51,5:51:01 PM,6:17:16 PM,3,25,4.3
First Transit,3208,18,19,502105,51,6:19:46 PM,6:54:01 PM,0.8,27,8
First Transit,3208,18,53,502106,51,6:55:00 PM,7:18:16 PM,2,24,1.3
First Transit,3208,19,20,502107,51,7:21:01 PM,,1,11,
First Transit,3209,6,7,501001,51,6:07:37 AM,6:38:21 AM,0.6,23,8.4
First Transit,3209,6,38,501002,51,6:38:36 AM,7:01:21 AM,0.6,21,2.4
First Transit,3209,6,59,501003,52,7:01:36 AM,7:42:06 AM,2.6,36,7.1
