Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
First Transit,3216,10,55,292001,20cc,10:57:42 AM,11:55:41 AM,2.7,61,-0.3
First Transit,3216,11,56,292002,20cc,11:56:56 AM,12:59:12 PM,0.9,62,1.2
First Transit,3216,12,58,292003,20cc,12:59:42 PM,2:00:41 PM,1.7,62,0.7
First Transit,3216,14,0,292004,20cc,2:01:42 PM,3:03:42 PM,1.7,62,1.7
First Transit,3216,15,2,292005,20cc,3:04:12 PM,4:07:41 PM,2.2,65,0.7
First Transit,3216,16,7,292006,20cc,4:07:56 PM,5:10:12 PM,0.9,63,0.2
First Transit,3216,17,10,292007,20cc,5:10:41 PM,6:14:30 PM,0.7,64,0.5
First Transit,3216,18,14,292008,20cc,6:14:45 PM,7:15:27 PM,0.8,61,0.5
First Transit,3216,19,15,292009,20cc,7:16:57 PM,,2,48,
First Transit,3217,11,9,202001,20cw,11:09:43 AM,11:59:44 AM,0.7,51,-0.3
First Transit,3217,12,13,202002,20cw,12:13:43 PM,1:06:13 PM,0.7,51,2.2
First Transit,3217,13,14,202003,20cw,1:15:58 PM,2:07:14 PM,2,54,-0.8
First Transit,3217,14,22,202004,20cw,2:22:28 PM,3:19:58 PM,0.5,50,8
First Transit,3217,15,25,202005,20cw,3:25:28 PM,4:17:58 PM,0.5,51,2
First Transit,3217,16,27,202006,20cw,4:27:43 PM,5:20:28 PM,0.7,53,0.5
First Transit,3217,17,30,202007,20cw,5:30:28 PM,6:21:13 PM,0.5,47,4.2
First Transit,3217,18,30,202008,20cw,6:30:28 PM,7:16:13 PM,0.5,46,0.2
First Transit,3217,19,26,202009,20cw,7:26:43 PM,8:07:47 PM,0.7,42,-0.2
First Transit,3219,10,45,301001,31,10:46:51 AM,11:10:51 AM,1.9,25,0.9
First Transit,3219,11,18,301002,31,11:18:51 AM,11:47:36 AM,0.9,27,2.6
First Transit,3219,11,45,301003,31,11:48:21 AM,12:18:51 PM,3.4,23,10.9
First Transit,3219,12,21,301004,31,12:22:21 PM,12:53:06 PM,1.4,26,6.1
First Transit,3219,12,47,301005,31,12:53:36 PM,1:17:51 PM,6.6,23,7.9
First Transit,3219,13,18,301006,31,1:20:35 PM,1:50:05 PM,2.6,27,5.1
First Transit,3219,13,45,301007,31,1:50:35 PM,2:13:20 PM,5.6,24,4.3
First Transit,3219,14,17,301008,31,2:17:51 PM,2:48:05 PM,0.9,28,3.1
First Transit,3219,14,45,301009,31,2:48:20 PM,3:14:20 PM,3.3,25,4.3
First Transit,3219,15,18,301010,31,3:19:21 PM,3:47:05 PM,1.4,27,2.1
First Transit,3219,15,45,301011,31,3:47:35 PM,4:11:35 PM,2.6,23,3.6
First Transit,3219,16,21,301012,31,4:21:51 PM,4:50:35 PM,0.9,27,2.6
First Transit,3219,16,48,301013,31,4:51:20 PM,5:16:35 PM,3.3,24,4.6
First Transit,3219,17,20,301014,31,5:22:05 PM,5:50:05 PM,2.1,28,2.1
First Transit,3219,17,48,301015,31,5:51:05 PM,6:15:20 PM,3.1,24,3.3
First Transit,3219,18,20,301016,31,6:22:35 PM,6:48:36 PM,2.6,28,0.6
First Transit,3219,18,48,301017,31,6:48:51 PM,7:10:51 PM,0.9,22,0.9
First Transit,3219,19,18,301018,31,7:19:36 PM,7:44:06 PM,1.6,25,1.1
First Transit,3219,19,43,301019,31,7:44:21 PM,8:04:50 PM,1.4,22,-0.2
First Transit,3220,11,0,402001,40,11:00:55 AM,11:31:40 AM,0.9,27,4.7
First Transit,3220,11,37,402002,40,11:39:40 AM,12:01:25 PM,2.7,22,2.4
First Transit,3220,12,4,402003,40,12:04:25 PM,12:31:25 PM,0.4,27,0.4
First Transit,3220,12,41,402004,40,12:41:55 PM,1:04:40 PM,0.9,21,2.7
First Transit,3220,13,5,402005,40,1:06:10 PM,1:36:55 PM,1.2,28,3.9
First Transit,3220,13,43,402006,40,1:43:55 PM,2:06:25 PM,0.9,23,0.4
First Transit,3220,14,9,402007,40,2:09:55 PM,2:37:25 PM,0.9,28,0.4
First Transit,3220,14,47,402008,40,2:48:25 PM,3:15:55 PM,1.4,23,5.9
First Transit,3220,15,13,402009,40,3:16:55 PM,3:41:55 PM,3.9,27,1.9
First Transit,3220,15,50,402010,40,3:51:25 PM,4:14:10 PM,1.4,23,1.2
First Transit,3220,16,15,402011,40,4:15:55 PM,4:47:25 PM,0.9,28,4.4
First Transit,3220,16,53,402012,40,4:57:10 PM,5:18:55 PM,4.2,25,0.9
First Transit,3220,17,23,402013,40,5:23:25 PM,5:54:25 PM,0.4,26,5.4
First Transit,3220,17,59,402014,40,,6:25:25 PM,,21,5.4
First Transit,3220,18,26,402015,40,6:26:25 PM,6:55:40 PM,0.4,27,2.7
First Transit,3220,19,3,402016,40,7:04:10 PM,7:29:10 PM,1.2,20,6.2
First Transit,3220,19,25,402017,40,7:29:25 PM,7:55:40 PM,4.4,25,5.7
First Transit,3221,11,2,102001,10,11:02:26 AM,11:26:12 AM,0.4,22,2.2
First Transit,3221,11,31,102002,10,11:31:41 AM,,0.7,19,
First Transit,3221,11,54,102003,10,11:53:27 AM,12:19:42 PM,-0.6,23,2.7
First Transit,3221,12,24,102004,10,12:24:26 PM,12:46:27 PM,0.4,20,2.5
First Transit,3221,12,48,102005,10,12:48:26 PM,1:15:11 PM,0.4,23,4.2
First Transit,3221,13,24,102006,10,1:24:26 PM,1:45:12 PM,0.4,20,1.2
First Transit,3221,13,44,102007,10,1:45:27 PM,2:14:11 PM,1.5,24,6.2
First Transit,3221,14,15,102008,10,2:15:26 PM,,0.4,21,
First Transit,3221,14,38,102009,10,2:38:41 PM,3:05:11 PM,0.7,23,4.2
First Transit,3221,15,8,102010,10,3:13:41 PM,3:36:56 PM,5.7,21,7.9
First Transit,3221,15,31,102011,10,3:37:11 PM,4:05:41 PM,6.2,23,11.7
First Transit,3221,16,1,102012,10,4:06:41 PM,,5.7,21,
First Transit,3221,16,24,102013,10,4:31:41 PM,4:52:41 PM,7.7,23,5.7
First Transit,3221,16,54,102014,10,5:02:56 PM,5:24:56 PM,8.9,21,9.9
First Transit,3221,17,16,102015,10,5:27:11 PM,5:49:56 PM,11.2,23,10.9
First Transit,3221,17,46,102016,10,5:51:57 PM,,6,20,
First Transit,3221,18,9,102017,10,6:11:57 PM,6:34:57 PM,3,22,4
First Transit,3221,18,44,102018,10,6:46:12 PM,7:04:56 PM,2.2,20,0.9
First Transit,3221,19,6,102019,10,7:07:27 PM,7:26:56 PM,1.5,20,0.9
First Transit,3221,19,33,102020,10,7:34:27 PM,7:49:42 PM,1.5,18,-1.3
First Transit,3222,10,56,201001,20cw,10:56:15 AM,11:31:30 AM,0.3,32,3.5
First Transit,3222,11,38,201002,20cw,11:38:15 AM,12:43:30 PM,0.3,54,11.5
First Transit,3222,12,44,201003,20cw,12:45:00 PM,1:36:00 PM,1,52,0
First Transit,3222,13,50,201004,20cw,1:51:00 PM,2:42:45 PM,1,50,2.8
First Transit,3222,14,51,201005,20cw,2:51:15 PM,3:42:31 PM,0.3,53,-1.5
First Transit,3222,15,55,201006,20cw,3:55:45 PM,4:58:15 PM,0.8,53,10.3
First Transit,3222,17,2,201007,20cw,5:02:00 PM,5:55:45 PM,0,47,6.8
First Transit,3222,17,59,201008,20cw,5:59:15 PM,6:51:00 PM,0.3,48,4
First Transit,3222,18,57,201009,20cw,6:57:15 PM,7:38:46 PM,0.3,42,-0.2
First Transit,3293,10,46,101001,10,10:46:45 AM,11:08:45 AM,0.8,21,1.8
First Transit,3293,11,14,101002,10,11:15:45 AM,11:34:30 AM,1.8,19,1.5
First Transit,3293,11,37,101003,10,11:37:30 AM,12:01:45 PM,0.5,22,2.8
First Transit,3293,12,6,101004,10,12:06:15 PM,12:30:30 PM,0.3,20,4.5
First Transit,3293,12,30,101005,10,12:30:45 PM,12:55:30 PM,0.8,23,2.5
First Transit,3293,13,6,101006,10,1:05:32 PM,1:29:00 PM,-0.5,20,3
First Transit,3293,13,26,101007,10,1:29:15 PM,1:52:15 PM,3.3,23,3.3
First Transit,3293,13,56,101008,10,1:58:00 PM,2:19:45 PM,2,21,2.8
First Transit,3293,14,20,101009,10,2:20:30 PM,2:44:30 PM,0.5,24,0.5
First Transit,3293,14,51,101010,10,2:52:30 PM,,1.5,21,
First Transit,3293,15,14,101011,10,3:14:45 PM,3:40:15 PM,0.8,23,3.3
First Transit,3293,15,44,101012,10,3:44:30 PM,4:06:15 PM,0.5,21,1.3
First Transit,3293,16,7,101013,10,4:07:15 PM,4:33:00 PM,0.3,23,3
First Transit,3293,16,37,101014,10,4:37:15 PM,4:59:45 PM,0.3,21,1.8
First Transit,3293,17,0,101015,10,5:00:15 PM,5:29:45 PM,0.3,23,6.8
First Transit,3293,17,30,101016,10,5:31:30 PM,,1.5,21,
First Transit,3293,17,52,101017,10,5:53:30 PM,6:18:15 PM,1.5,22,4.3
First Transit,3293,18,27,101018,10,6:27:30 PM,6:49:00 PM,0.5,20,2
First Transit,3293,18,49,101019,10,6:49:30 PM,7:14:15 PM,0.5,21,4.3
First Transit,3293,19,17,101020,10,7:17:30 PM,7:40:00 PM,0.5,20,3
First Transit,3293,19,39,101021,10,7:40:15 PM,8:01:30 PM,1.3,20,2.5
First Transit,3294,7,30,501001,51s,7:30:27 AM,7:43:12 AM,0.5,11,2.2
First Transit,3294,7,43,501002,51s,7:43:27 AM,7:49:43 AM,0.5,8,-1.3
First Transit,3294,7,51,501003,51s,7:51:12 AM,,0.2,11,
First Transit,3294,8,4,501004,51s,,8:13:27 AM,,9,0.5
First Transit,3294,8,13,501005,51s,8:14:12 AM,8:26:13 AM,1.2,11,2.2
First Transit,3294,8,26,501006,51s,8:26:28 AM,8:35:43 AM,0.5,9,0.7
First Transit,3294,8,35,501007,51s,8:36:28 AM,,1.5,11,
First Transit,3294,8,48,501008,51s,8:48:13 AM,8:55:59 AM,0.2,9,-1
First Transit,3294,8,57,501009,51s,8:57:43 AM,,0.7,11,
First Transit,3294,9,23,501010,51s,9:23:58 AM,9:30:59 AM,1,8,0
First Transit,3294,9,31,501011,51s,9:31:28 AM,9:44:13 AM,0.5,11,2.2
First Transit,3294,9,44,501012,51s,9:44:28 AM,9:51:44 AM,0.5,8,-0.3
First Transit,3294,9,52,501013,51s,9:52:28 AM,,0.5,11,
First Transit,3294,10,5,501014,51s,10:05:43 AM,10:14:43 AM,0.7,9,0.7
First Transit,3294,10,14,501015,51s,10:15:43 AM,10:27:13 AM,1.7,11,2.2
First Transit,3294,10,27,501016,51s,10:27:28 AM,10:36:28 AM,0.5,9,0.5
First Transit,3294,10,36,501017,51s,10:36:58 AM,,1,11,
First Transit,3294,10,49,501018,51s,10:49:43 AM,10:59:28 AM,0.7,9,1.5
First Transit,3294,10,58,501019,51s,11:00:13 AM,11:11:28 AM,2.2,11,2.5
First Transit,3294,11,11,501020,51s,11:11:43 AM,11:19:44 AM,0.7,9,-0.3
First Transit,3294,11,20,501021,51s,11:20:28 AM,,0.5,11,
First Transit,3294,11,33,501022,51s,11:33:58 AM,11:45:43 AM,1,9,3.7
First Transit,3294,11,42,501023,51s,11:47:28 AM,12:03:13 PM,5.5,11,10.2
First Transit,3294,12,3,501024,51s,12:03:28 PM,12:13:58 PM,0.5,9,2
First Transit,3294,12,12,501025,51s,12:14:13 PM,12:25:28 PM,2.2,11,2.5
