Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
First Transit,3209,13,24,102006,10,1:25:32 PM,1:49:03 PM,1.5,20,5.1
First Transit,3209,13,44,102007,10,1:49:18 PM,2:12:33 PM,5.3,24,4.6
First Transit,3209,14,15,102008,10,,,,21,
First Transit,3209,14,38,102009,10,2:44:00 PM,3:09:30 PM,6,23,8.5
First Transit,3209,15,8,102010,10,3:16:15 PM,3:39:30 PM,8.3,21,10.5
First Transit,3209,15,31,102011,10,3:39:45 PM,4:09:45 PM,8.8,23,15.8
First Transit,3209,16,1,102012,10,4:12:00 PM,,11,21,
First Transit,3209,16,24,102013,10,4:33:00 PM,4:56:00 PM,9,23,9
First Transit,3209,16,54,102014,10,4:57:00 PM,,3,21,
First Transit,3209,17,16,102015,10,5:20:30 PM,5:41:45 PM,4.5,23,2.8
First Transit,3209,17,46,102016,10,5:46:36 PM,6:10:05 PM,0.6,20,4.1
First Transit,3209,18,9,102017,10,6:10:21 PM,6:33:36 PM,1.4,22,2.6
First Transit,3209,18,44,102018,10,,7:03:52 PM,,20,-0.1
First Transit,3209,19,6,102019,10,7:07:06 PM,7:30:51 PM,1.1,20,4.9
First Transit,3209,19,33,102020,10,7:34:06 PM,7:51:06 PM,1.1,18,0.1
First Transit,3216,11,2,102001,10,11:03:01 AM,11:24:16 AM,1,22,0.3
First Transit,3216,11,31,102002,10,11:31:46 AM,,0.8,19,
First Transit,3216,11,54,102003,10,11:50:48 AM,12:16:17 PM,-3.2,23,-0.7
First Transit,3216,12,24,102004,10,12:24:31 PM,12:47:31 PM,0.5,20,3.5
First Transit,3216,12,27,291003,20cc,,1:42:46 PM,,62,13.8
First Transit,3216,12,48,102005,10,12:47:48 PM,1:13:31 PM,-0.2,23,2.5
First Transit,3216,13,29,291004,20cc,1:43:16 PM,2:46:16 PM,14.3,62,15.3
First Transit,3216,14,31,291005,20cc,2:46:46 PM,3:47:31 PM,15.8,64,12.5
First Transit,3216,15,35,291006,20cc,3:48:16 PM,4:42:48 PM,13.3,63,4.8
