Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status,Company,Vehicle,Hour,Minute,Trip No,Route,20cc,51,52,60,32,31,20cw,10,40,51s,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
42471.35,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,8,20,292003,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 8:21,4/11/2016 9:29,1.6,67,2.1
42471.35,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,8,20,292003,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 8:21,4/11/2016 9:29,1.6,67,2.1
42471.35,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,8,20,292003,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 8:21,4/11/2016 9:29,1.6,67,2.1
42471.38,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,8,20,292003,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 8:21,4/11/2016 9:29,1.6,67,2.1
42471.40,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,9,27,292004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 9:29,4/11/2016 10:35,2.8,68,0.8
42471.40,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,9,27,292004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 9:29,4/11/2016 10:35,2.8,68,0.8
42471.40,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,9,27,292004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 9:29,4/11/2016 10:35,2.8,68,0.8
42471.40,Reg SV Regular,1.60E+14,,3219,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,17.9,Unlmtd,,Success,First Transit,3219,9,27,292004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 9:29,4/11/2016 10:35,2.8,68,0.8
42471.40,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,9,27,292004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 9:29,4/11/2016 10:35,2.8,68,0.8
42471.40,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,9,27,292004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 9:29,4/11/2016 10:35,2.8,68,0.8
42471.41,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,9,27,292004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 9:29,4/11/2016 10:35,2.8,68,0.8
42471.41,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,9,27,292004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 9:29,4/11/2016 10:35,2.8,68,0.8
42471.41,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,9,27,292004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 9:29,4/11/2016 10:35,2.8,68,0.8
42471.41,Reg SV Regular,1.60E+14,,3219,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,3.5,Unlmtd,,Success,First Transit,3219,9,27,292004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 9:29,4/11/2016 10:35,2.8,68,0.8
42471.42,Reg SV Regular,1.60E+14,,3219,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,1.5,Unlmtd,,Success,First Transit,3219,9,27,292004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 9:29,4/11/2016 10:35,2.8,68,0.8
42471.42,Reg SV Regular,1.60E+14,,3219,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,15.75,Unlmtd,,Success,First Transit,3219,9,27,292004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 9:29,4/11/2016 10:35,2.8,68,0.8
42471.43,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,9,27,292004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 9:29,4/11/2016 10:35,2.8,68,0.8
42471.44,Reg SV Sr/Dis,1.70E+18,,3219,SV Entry (Tag On),,1,0.35,0,-0.35,-0.35,5.3,Unlmtd,,Success,First Transit,3219,10,35,292005,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 10:36,4/11/2016 11:45,1.1,71,-0.2
42471.44,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,10,35,292005,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 10:36,4/11/2016 11:45,1.1,71,-0.2
42471.44,Reg SV Regular,1.60E+14,,3219,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,78.25,Unlmtd,,Success,First Transit,3219,10,35,292005,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 10:36,4/11/2016 11:45,1.1,71,-0.2
42471.45,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,10,35,292005,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 10:36,4/11/2016 11:45,1.1,71,-0.2
42471.46,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,10,35,292005,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 10:36,4/11/2016 11:45,1.1,71,-0.2
42471.47,EZ Pass S/D Z0,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,10,35,292005,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 10:36,4/11/2016 11:45,1.1,71,-0.2
42471.47,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,10,35,292005,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 10:36,4/11/2016 11:45,1.1,71,-0.2
42471.48,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,10,35,292005,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 10:36,4/11/2016 11:45,1.1,71,-0.2
42471.49,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.49,Reg SV Regular,1.60E+14,,3219,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,20.5,Unlmtd,,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.49,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.49,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.49,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.49,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.49,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.50,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.51,Reg SV Regular,1.60E+14,,3219,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,1.5,Unlmtd,,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.52,EZ Pass AdultZ0,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.52,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,19.25,Unlmtd,0,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.52,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.52,Reg SV Regular,1.70E+18,,3219,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,23,Unlmtd,,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.52,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.52,DCFS EZ (New),1.70E+18,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,11,46,292006,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 11:46,4/11/2016 13:00,0.6,73,1.4
42471.55,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,12,59,292007,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 13:00,4/11/2016 14:10,1.6,72,-0.5
42471.56,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,12,59,292007,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 13:00,4/11/2016 14:10,1.6,72,-0.5
42471.57,Reg SV Regular,1.60E+14,,3219,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,5.8,Unlmtd,,Success,First Transit,3219,12,59,292007,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 13:00,4/11/2016 14:10,1.6,72,-0.5
42471.57,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0.75,Unlmtd,0,Success,First Transit,3219,12,59,292007,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 13:00,4/11/2016 14:10,1.6,72,-0.5
42471.59,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,14,11,292008,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 14:11,4/11/2016 15:22,0.5,72,-0.5
42471.60,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,14,11,292008,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 14:11,4/11/2016 15:22,0.5,72,-0.5
42471.61,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,14,11,292008,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 14:11,4/11/2016 15:22,0.5,72,-0.5
42471.62,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,14,11,292008,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 14:11,4/11/2016 15:22,0.5,72,-0.5
42471.62,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,14,11,292008,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 14:11,4/11/2016 15:22,0.5,72,-0.5
42471.62,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,14,11,292008,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 14:11,4/11/2016 15:22,0.5,72,-0.5
42471.62,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,14,11,292008,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 14:11,4/11/2016 15:22,0.5,72,-0.5
42471.62,DCFS EZ (New),1.70E+18,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,14,11,292008,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 14:11,4/11/2016 15:22,0.5,72,-0.5
42471.62,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,14,11,292008,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 14:11,4/11/2016 15:22,0.5,72,-0.5
42471.66,EZ Pass S/D Z1,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,15,23,292009,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 15:23,4/11/2016 16:39,0.8,75,1.8
42471.67,EZ Pass AdultZ0,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,3.25,Unlmtd,0,Success,First Transit,3219,15,23,292009,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 15:23,4/11/2016 16:39,0.8,75,1.8
42471.67,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,15,23,292009,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 15:23,4/11/2016 16:39,0.8,75,1.8
42471.67,EZ Pass S/D Z0,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,15,23,292009,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 15:23,4/11/2016 16:39,0.8,75,1.8
42471.67,Reg SV Regular,1.60E+14,,3219,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,4,Unlmtd,,Success,First Transit,3219,15,23,292009,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 15:23,4/11/2016 16:39,0.8,75,1.8
42471.68,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,15,23,292009,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 15:23,4/11/2016 16:39,0.8,75,1.8
42471.68,ASI,1.60E+14,,3219,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3219,15,23,292009,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 15:23,4/11/2016 16:39,0.8,75,1.8
42471.26,Reg SV Regular,1.60E+14,,3209,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,1.5,Unlmtd,,Success,First Transit,3209,6,7,501001,51,0,1,0,0,0,0,0,0,0,0,4/11/2016 6:07,4/11/2016 6:33,0.6,23,3.4
42471.26,Reg SV Regular,1.60E+14,,3209,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,2.5,Unlmtd,,Success,First Transit,3209,6,7,501001,51,0,1,0,0,0,0,0,0,0,0,4/11/2016 6:07,4/11/2016 6:33,0.6,23,3.4
42471.28,EZ Pass AdultZ0,1.60E+14,,3209,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3209,6,38,501002,51,0,1,0,0,0,0,0,0,0,0,4/11/2016 6:38,4/11/2016 6:59,0.6,21,0.9
42471.29,Reg SV Regular,1.60E+14,,3209,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,37.5,Unlmtd,,Success,First Transit,3209,6,59,501003,52,0,0,1,0,0,0,0,0,0,0,4/11/2016 7:00,4/11/2016 7:44,1.4,36,9.5
42471.35,Reg SV Regular,1.60E+14,,3209,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,71.75,Unlmtd,,Success,First Transit,3209,8,11,501005,51,0,1,0,0,0,0,0,0,0,0,4/11/2016 8:13,4/11/2016 8:38,2.5,25,2.5
42471.35,Reg SV Regular,1.60E+14,,3209,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,1.5,Unlmtd,,Success,First Transit,3209,8,11,501005,51,0,1,0,0,0,0,0,0,0,0,4/11/2016 8:13,4/11/2016 8:38,2.5,25,2.5
42471.38,Reg SV Sr/Dis,1.60E+14,,3209,SV Entry (Tag On),,1,0.35,0,-0.35,-0.35,8.3,Unlmtd,,Success,First Transit,3209,8,49,501006,51,0,1,0,0,0,0,0,0,0,0,4/11/2016 8:49,4/11/2016 9:16,0.6,24,3.3
42471.39,Reg SV Regular,1.60E+14,,3209,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,17,Unlmtd,,Success,First Transit,3209,9,13,501007,51,0,1,0,0,0,0,0,0,0,0,4/11/2016 9:18,4/11/2016 9:42,5.1,25,4.1
42471.39,EZ Pass AdultZ0,1.60E+14,,3209,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3209,9,13,501007,51,0,1,0,0,0,0,0,0,0,0,4/11/2016 9:18,4/11/2016 9:42,5.1,25,4.1
42471.39,Reg SV Regular,1.60E+14,,3209,SV Exit (Tag Off),,1,0,0,0,0,7,Unlmtd,,Success,First Transit,3209,9,13,501007,51,0,1,0,0,0,0,0,0,0,0,4/11/2016 9:18,4/11/2016 9:42,5.1,25,4.1
42471.39,ASI,1.60E+14,,3209,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3209,9,13,501007,51,0,1,0,0,0,0,0,0,0,0,4/11/2016 9:18,4/11/2016 9:42,5.1,25,4.1
42471.47,Reg SV Regular,1.60E+14,,3209,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,4,Unlmtd,,Success,First Transit,3209,11,10,501011,51,0,1,0,0,0,0,0,0,0,0,4/11/2016 11:10,4/11/2016 11:35,0.3,26,-0.9
42471.51,ASI,1.60E+14,,3209,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3209,12,13,501013,51,0,1,0,0,0,0,0,0,0,0,4/11/2016 12:15,4/11/2016 12:40,2.5,26,2
42471.52,ASI,1.60E+14,,3209,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3209,12,13,501013,51,0,1,0,0,0,0,0,0,0,0,4/11/2016 12:15,4/11/2016 12:40,2.5,26,2
42471.66,Reg SV Regular,1.60E+14,,3209,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,11,Unlmtd,,Success,First Transit,3209,15,31,602003,60,0,0,0,1,0,0,0,0,0,0,4/11/2016 15:31,4/11/2016 15:54,0.7,23,1
42471.67,Reg SV Regular,1.60E+14,,3209,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,1.75,Unlmtd,,Success,First Transit,3209,15,56,602004,60,0,0,0,1,0,0,0,0,0,0,4/11/2016 15:57,4/11/2016 16:17,1.2,19,2.2
42471.68,ASI,1.60E+14,,3209,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3209,16,18,602005,60,0,0,0,1,0,0,0,0,0,0,4/11/2016 16:18,4/11/2016 16:41,1,23,0.5
42471.76,EZ Pass AdultZ0,1.60E+14,,3209,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3209,18,6,602009,60,0,0,0,1,0,0,0,0,0,0,4/11/2016 18:08,4/11/2016 18:28,2.1,22,0.9
42471.27,ASI,1.60E+14,,3295,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3295,6,30,302001,32,0,0,0,0,1,0,0,0,0,0,4/11/2016 6:30,4/11/2016 6:55,0.9,25,0.4
42471.30,Reg SV Sr/Dis,1.70E+18,,3295,SV Entry (Tag On),,1,0.35,0,-0.35,-0.35,6.4,Unlmtd,,Success,First Transit,3295,7,6,302002,32,0,0,0,0,1,0,0,0,0,0,4/11/2016 7:07,4/11/2016 7:35,1.4,28,1.1
42471.30,Reg SV Sr/Dis,1.70E+18,,3295,No Prod Use Type,,1,0,0,0,0,6.4,Unlmtd,,Passback,First Transit,3295,7,6,302002,32,0,0,0,0,1,0,0,0,0,0,4/11/2016 7:07,4/11/2016 7:35,1.4,28,1.1
42471.31,ASI,1.60E+14,,3295,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3295,7,6,302002,32,0,0,0,0,1,0,0,0,0,0,4/11/2016 7:07,4/11/2016 7:35,1.4,28,1.1
42471.31,ASI,1.60E+14,,3295,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3295,7,6,302002,32,0,0,0,0,1,0,0,0,0,0,4/11/2016 7:07,4/11/2016 7:35,1.4,28,1.1
42471.31,ASI,1.60E+14,,3295,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3295,7,6,302002,32,0,0,0,0,1,0,0,0,0,0,4/11/2016 7:07,4/11/2016 7:35,1.4,28,1.1
42471.32,ASI,1.60E+14,,3295,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3295,7,34,302003,31,0,0,0,0,0,1,0,0,0,0,4/11/2016 7:35,4/11/2016 8:03,1.4,29,0.9
42471.36,ASI,1.60E+14,,3295,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3295,8,15,302004,32,0,0,0,0,1,0,0,0,0,0,4/11/2016 8:16,4/11/2016 8:49,1.4,29,5.2
42471.51,ASI,1.60E+14,,3295,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3295,12,14,302011,31,0,0,0,0,0,1,0,0,0,0,4/11/2016 12:15,4/11/2016 12:40,1.3,28,-2
42471.51,ASI,1.60E+14,,3295,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3295,12,14,302011,31,0,0,0,0,0,1,0,0,0,0,4/11/2016 12:15,4/11/2016 12:40,1.3,28,-2
42471.52,Reg SV Regular,1.60E+14,,3295,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,19.75,Unlmtd,,Success,First Transit,3295,12,14,302011,31,0,0,0,0,0,1,0,0,0,0,4/11/2016 12:15,4/11/2016 12:40,1.3,28,-2
42471.55,ASI,1.60E+14,,3295,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3295,12,52,302012,32,0,0,0,0,1,0,0,0,0,0,4/11/2016 12:52,4/11/2016 13:24,0.8,32,0.3
42471.55,ASI,1.60E+14,,3295,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3295,12,52,302012,32,0,0,0,0,1,0,0,0,0,0,4/11/2016 12:52,4/11/2016 13:24,0.8,32,0.3
42471.72,ASI,1.60E+14,,3295,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3295,16,46,302018,32,0,0,0,0,1,0,0,0,0,0,4/11/2016 16:47,4/11/2016 17:22,1.1,37,-0.1
42471.24,EZ Pass AdultZ0,1.60E+14,,3224,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3224,5,41,293001,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 5:43,4/11/2016 6:38,2.3,55,2.6
42471.24,ASI,1.60E+14,,3224,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3224,5,41,293001,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 5:43,4/11/2016 6:38,2.3,55,2.6
42471.25,Reg SV Regular,1.60E+14,,3224,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,4.5,Unlmtd,,Success,First Transit,3224,5,41,293001,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 5:43,4/11/2016 6:38,2.3,55,2.6
42471.26,ASI,1.60E+14,,3224,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3224,5,41,293001,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 5:43,4/11/2016 6:38,2.3,55,2.6
42471.32,ASI,1.60E+14,,3224,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3224,7,32,293003,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 7:32,4/11/2016 8:38,0.8,67,-0.9
42471.34,Reg SV Regular,1.60E+14,,3224,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,12,Unlmtd,,Success,First Transit,3224,7,32,293003,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 7:32,4/11/2016 8:38,0.8,67,-0.9
42471.34,ASI,1.60E+14,,3224,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3224,7,32,293003,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 7:32,4/11/2016 8:38,0.8,67,-0.9
42471.34,Reg SV Regular,1.60E+14,,3224,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,4.25,Unlmtd,,Success,First Transit,3224,7,32,293003,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 7:32,4/11/2016 8:38,0.8,67,-0.9
42471.34,Reg SV Regular,1.60E+14,,3224,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,2.5,Unlmtd,,Success,First Transit,3224,7,32,293003,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 7:32,4/11/2016 8:38,0.8,67,-0.9
42471.36,ASI,1.60E+14,,3224,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3224,8,39,293004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 8:39,4/11/2016 9:47,0.6,69,-0.9
42471.37,Reg SV Regular,1.60E+14,,3224,SV Entry (Tag On),,1,0.75,0,-0.75,-0.75,4.25,Unlmtd,,Success,First Transit,3224,8,39,293004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 8:39,4/11/2016 9:47,0.6,69,-0.9
42471.39,ASI,1.60E+14,,3224,Pass Entry (Tag On),,1,0,0,0,0,0,Unlmtd,0,Success,First Transit,3224,8,39,293004,20cc,1,0,0,0,0,0,0,0,0,0,4/11/2016 8:39,4/11/2016 9:47,0.6,69,-0.9
