Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
First Transit,2210,7,12,304001,31,2.3003472222222223,2.3198032407407405,0.5166659951210022,29.0,-0.4833329916000366
First Transit,3058,6,39,502001,51,2.2775,2.289814814814815,0.6000000238418579,16.0,2.3499999046325684
First Transit,3058,7,5,502002,51,2.2955555555555556,2.316550925925926,0.6000000238418579,24.0,6.849999904632568
First Transit,3058,7,29,502003,51,2.316898148148148,2.337222222222222,7.349999904632568,27.0,9.600000381469727
First Transit,3058,14,45,602001,60,2.615196759259259,2.6322222222222225,0.8999999761581421,23.0,2.4000000953674316
First Transit,3058,15,8,602002,60,2.6327199074074077,2.647152777777778,3.1333329677581787,17.0,6.916666030883789
First Transit,3058,15,31,602003,60,2.647673611111111,2.661747685185185,1.666666030883789,23.0,-1.0833330154418945
First Transit,3058,15,56,602004,60,2.664502314814815,2.6796180555555553,0.8999999761581421,19.0,3.666666030883789
First Transit,3058,16,18,602005,60,2.6799537037037036,2.6948958333333333,1.149999976158142,23.0,-0.3499999940395355
First Transit,3058,16,45,602006,60,2.6983564814814813,2.7117245370370373,0.6499999761581421,19.0,0.8999999761581421
First Transit,3058,17,17,602007,60,2.720925925925926,2.73568287037037,1.149999976158142,24.0,-1.600000023841858
First Transit,3058,17,45,602008,60,2.7400231481481483,2.752523148148148,0.6499999761581421,18.0,0.6499999761581421
First Transit,3058,18,6,602009,60,2.755127314814815,2.769722222222222,1.399999976158142,22.0,0.4166660010814667
First Transit,3058,18,30,602010,60,2.771284722222222,2.7839583333333335,0.6666659712791443,17.0,1.916666030883789
First Transit,3058,18,47,602011,60,2.784479166666667,2.7983680555555557,2.6500000953674316,22.0,0.6666659712791443
First Transit,3058,19,13,602012,60,2.8013194444444443,2.813645833333333,0.9166659712791443,17.0,1.666666030883789
First Transit,3206,5,58,601001,60,,2.264386574074074,,18.0,4.733333110809326
First Transit,3206,6,20,601002,60,2.2645601851851853,2.2786226851851854,0.9833329916000366,16.0,5.233333110809326
First Transit,3206,6,41,601003,60,2.278796296296296,2.2914814814814815,0.4833329916000366,20.0,-1.266666054725647
First Transit,3206,7,3,601004,60,2.2925347222222223,2.3161921296296297,-1.766666054725647,17.0,15.333333015441895
First Transit,3206,7,33,601005,60,,2.331990740740741,,21.0,4.0833330154418945
First Transit,3206,7,58,601006,60,2.332511574074074,2.349525462962963,0.8333330154418945,18.0,7.3333330154418945
First Transit,3206,8,23,601007,60,2.349699074074074,2.3691435185185186,0.5833330154418945,21.0,7.5833330154418945
First Transit,3206,8,47,601008,60,2.369664351851852,2.3833796296296295,5.3333330154418945,17.0,8.083333015441895
First Transit,3206,9,12,601009,60,2.3835532407407407,2.3974421296296295,0.33333298563957214,20.0,0.33333298563957214
First Transit,3206,9,36,601010,60,2.398159722222222,,-2.666666030883789,17.0,
First Transit,3206,9,58,601011,60,2.41619212962963,2.432511574074074,1.3333330154418945,20.0,4.8333330154418945
First Transit,3206,10,19,601012,60,2.4328587962962964,2.449178240740741,4.3333330154418945,17.0,10.833333015441895
First Transit,3206,13,13,501102,51,,2.5712847222222224,,26.0,3.6500000953674316
First Transit,3206,13,46,501103,51,2.5747453703703704,,1.649999976158142,24.0,
First Transit,3206,14,12,501104,51,2.5933333333333333,2.6105092592592594,2.4000000953674316,26.0,1.149999976158142
First Transit,3206,14,45,501105,51,2.6151157407407406,2.634722222222222,0.7833330035209656,25.0,4.016665935516357
First Transit,3206,15,12,501106,51,2.6354166666666665,2.6510648148148146,3.0166659355163574,27.0,-1.4666659832000732
First Transit,3206,16,3,501107,51,2.6698726851851853,2.6922685185185187,1.6333329677581787,28.0,5.883333206176758
First Transit,3206,16,34,501108,52,2.693483796296296,2.7205671296296297,4.633333206176758,35.0,8.633333206176758
First Transit,3206,17,16,501109,51,2.7219560185185188,2.741226851851852,3.6333329677581787,26.0,5.383333206176758
First Transit,3206,17,45,501110,51,2.7419212962962964,2.759282407407407,3.3833329677581787,27.0,1.3833329677581787
First Transit,3206,18,25,501111,51,2.7690972222222223,2.787326388888889,2.5166659355163574,25.0,3.7666659355163574
