Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
First Transit,2210,7,12,304001,31,7:12:30 AM,7:41:15 AM,0.5,29,0.3
First Transit,2210,15,26,204001,20cw,3:26:40 PM,4:01:25 PM,0.7,30,5.4
First Transit,3206,6,43,102001,10,6:43:52 AM,7:02:53 AM,0.9,20,-0.1
First Transit,3206,7,16,102002,10,7:17:37 AM,7:37:07 AM,1.6,18,3.1
First Transit,3206,7,36,102003,10,7:37:22 AM,7:57:22 AM,1.4,21,0.4
First Transit,3206,8,4,102004,10,8:05:07 AM,8:21:22 AM,1.1,17,0.4
First Transit,3206,8,21,102005,10,8:21:37 AM,8:42:22 AM,0.6,21,0.4
First Transit,3206,8,49,102006,10,8:50:52 AM,9:09:07 AM,1.9,17,3.1
First Transit,3206,9,6,102007,10,9:09:22 AM,9:28:38 AM,3.4,23,-0.4
First Transit,3206,9,36,102008,10,9:36:37 AM,9:57:07 AM,0.6,18,3.1
First Transit,3206,9,54,102009,10,9:57:22 AM,10:20:22 AM,3.4,23,3.4
First Transit,3206,10,24,102010,10,10:24:52 AM,10:44:52 AM,0.9,20,0.9
First Transit,3206,10,44,102011,10,10:45:07 AM,11:08:22 AM,1.1,24,0.4
First Transit,3206,16,0,502101,51,4:01:23 PM,4:24:24 PM,1.4,27,-2.6
First Transit,3206,16,33,502102,51,4:34:53 PM,5:02:23 PM,1.9,28,1.4
First Transit,3206,17,8,502103,51,5:08:24 PM,5:33:38 PM,0.4,27,-1.4
First Transit,3206,17,48,502104,51,,6:16:12 PM,,25,3.2
First Transit,3206,18,19,502105,51,6:19:12 PM,6:42:42 PM,0.2,27,-3.3
First Transit,3206,18,53,502106,51,6:53:26 PM,7:18:57 PM,0.4,24,2
First Transit,3206,19,20,502107,51,7:20:12 PM,7:30:11 PM,0.2,11,-0.8
First Transit,3207,6,39,502001,51,6:39:27 AM,7:03:42 AM,0.5,16,8.7
First Transit,3207,7,5,502002,51,7:05:27 AM,7:32:12 AM,0.5,24,3.2
First Transit,3207,7,29,502003,51,7:32:57 AM,8:00:57 AM,4,27,5
First Transit,3207,14,45,602001,60,2:44:29 PM,3:08:13 PM,-0.5,23,0.2
First Transit,3207,15,8,602002,60,3:08:58 PM,3:30:58 PM,1,17,6
First Transit,3207,15,31,602003,60,3:31:28 PM,3:55:43 PM,0.5,23,1.7
First Transit,3207,15,56,602004,60,3:56:13 PM,4:19:13 PM,0.2,19,4.2
First Transit,3207,16,18,602005,60,4:19:28 PM,4:41:28 PM,1.5,23,0.5
First Transit,3207,16,45,602006,60,4:45:13 PM,5:04:58 PM,0.2,19,1
First Transit,3207,17,17,602007,60,5:16:45 PM,5:40:44 PM,-0.3,24,-0.3
First Transit,3207,17,45,602008,60,5:45:12 PM,6:06:42 PM,0.2,18,3.7
First Transit,3207,18,6,602009,60,6:07:28 PM,6:27:59 PM,1.5,22,0
First Transit,3207,18,30,602010,60,6:30:28 PM,6:49:58 PM,0.5,17,3
First Transit,3207,18,47,602011,60,6:50:12 PM,7:08:14 PM,3.2,22,-0.8
First Transit,3207,19,13,602012,60,7:13:13 PM,7:31:13 PM,0.2,17,1.2
First Transit,3208,6,7,501001,51,6:07:30 AM,6:28:30 AM,0.5,23,-1.5
First Transit,3208,6,38,501002,51,6:38:30 AM,7:00:31 AM,0.5,21,1.5
First Transit,3208,6,59,501003,52,7:01:31 AM,7:32:46 AM,2.5,36,-2.2
First Transit,3208,7,44,501004,51,7:46:15 AM,8:11:00 AM,2.3,24,3
