Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
First Transit,2210,7,12,304001,31,7:12:25 AM,7:40:56 AM,0.4,29.0,-0.1
First Transit,2210,15,26,204001,20cw,3:27:22 PM,3:58:37 PM,1.4,32.0,0.6
First Transit,3208,5,58,601001,60,,6:15:59 AM,,18.0,0.0
First Transit,3208,6,20,601002,60,6:20:28 AM,,0.5,16.0,
First Transit,3208,6,41,601003,60,6:41:28 AM,7:00:28 AM,0.5,20.0,-0.5
First Transit,3208,7,3,601004,60,7:03:12 AM,,0.2,17.0,
First Transit,3208,7,33,601005,60,,7:57:15 AM,,21.0,3.3
First Transit,3208,7,58,601006,60,7:58:15 AM,8:23:30 AM,0.3,18.0,7.5
First Transit,3208,8,23,601007,60,8:23:45 AM,8:46:30 AM,0.8,21.0,2.5
First Transit,3208,8,47,601008,60,8:48:00 AM,,1.0,17.0,
First Transit,3208,9,12,601009,60,9:16:00 AM,9:33:45 AM,4.0,20.0,1.8
First Transit,3208,9,36,601010,60,9:36:15 AM,9:58:15 AM,0.3,17.0,5.3
First Transit,3208,9,58,601011,60,9:58:30 AM,10:18:15 AM,0.5,20.0,0.3
First Transit,3208,10,19,601012,60,10:19:15 AM,,0.3,17.0,
First Transit,3208,12,46,501101,51,12:46:34 PM,1:14:49 PM,0.6,24.0,4.8
First Transit,3208,13,13,501102,51,1:15:04 PM,1:42:04 PM,2.1,26.0,3.1
First Transit,3208,13,46,501103,51,,,,24.0,
First Transit,3208,14,12,501104,51,2:16:15 PM,2:42:15 PM,4.3,26.0,4.3
First Transit,3208,14,45,501105,51,,3:14:46 PM,,25.0,4.8
First Transit,3208,15,12,501106,51,3:16:31 PM,3:46:01 PM,4.5,27.0,7.0
First Transit,3208,16,3,501107,51,,4:33:39 PM,,28.0,2.7
First Transit,3208,16,34,501108,52,4:34:38 PM,5:11:09 PM,0.6,35.0,2.2
First Transit,3208,17,16,501109,51,5:17:23 PM,5:44:24 PM,1.4,26.0,2.4
First Transit,3208,17,45,501110,51,5:45:38 PM,6:14:39 PM,0.6,27.0,2.7
First Transit,3208,18,25,501111,51,6:26:21 PM,6:50:36 PM,1.4,25.0,0.6
First Transit,3208,18,53,501112,52,6:53:36 PM,7:29:06 PM,0.6,35.0,1.1
First Transit,3208,19,34,501113,51,7:35:21 PM,8:00:05 PM,1.4,24.0,2.1
First Transit,3209,6,7,501001,51,6:07:36 AM,6:32:51 AM,0.6,23.0,2.9
First Transit,3209,6,38,501002,51,6:38:36 AM,7:02:21 AM,0.6,21.0,3.4
First Transit,3209,6,59,501003,52,7:02:36 AM,,3.6,36.0,
First Transit,3209,7,44,501004,51,7:46:12 AM,8:12:26 AM,2.2,24.0,4.4
First Transit,3209,8,11,501005,51,8:13:42 AM,8:38:27 AM,2.7,25.0,2.5
First Transit,3209,8,49,501006,51,8:49:30 AM,9:11:47 AM,0.5,24.0,-1.2
First Transit,3209,9,13,501007,51,9:13:15 AM,9:38:16 AM,0.3,25.0,0.3
First Transit,3209,9,45,501008,51,9:45:30 AM,10:11:15 AM,0.5,24.0,2.3
First Transit,3209,10,11,501009,51,10:11:30 AM,10:35:16 AM,0.5,26.0,-1.7
First Transit,3209,10,44,501010,51,10:44:30 AM,11:09:31 AM,0.5,26.0,-0.5
First Transit,3209,11,10,501011,51,11:10:00 AM,11:34:46 AM,0.0,26.0,-1.2
First Transit,3209,11,49,501012,51,,12:15:32 PM,,24.0,2.5
First Transit,3209,12,13,501013,51,12:15:47 PM,12:38:03 PM,2.8,26.0,-0.9
First Transit,3209,14,45,602001,60,2:45:55 PM,3:06:56 PM,0.9,23.0,-1.1
First Transit,3209,15,8,602002,60,3:08:25 PM,3:29:10 PM,0.4,17.0,4.2
First Transit,3209,15,31,602003,60,3:32:10 PM,3:55:10 PM,1.2,23.0,1.2
First Transit,3209,15,56,602004,60,3:57:25 PM,4:17:25 PM,1.4,19.0,2.4
First Transit,3209,16,18,602005,60,4:18:25 PM,4:41:10 PM,0.4,23.0,0.2
First Transit,3209,16,45,602006,60,4:46:25 PM,5:06:25 PM,1.4,19.0,2.4
First Transit,3209,17,17,602007,60,5:18:25 PM,5:46:10 PM,1.4,24.0,5.2
First Transit,3209,17,45,602008,60,5:46:40 PM,6:03:40 PM,1.7,18.0,0.7
First Transit,3209,18,6,602009,60,6:06:25 PM,6:28:25 PM,0.4,22.0,0.4
First Transit,3209,18,30,602010,60,6:30:25 PM,6:49:40 PM,0.4,17.0,2.7
First Transit,3209,18,47,602011,60,6:50:25 PM,7:06:41 PM,3.4,22.0,-2.3
First Transit,3209,19,13,602012,60,7:14:10 PM,7:33:55 PM,1.2,17.0,3.9
First Transit,3210,6,39,502001,51,6:39:22 AM,6:56:07 AM,0.4,16.0,1.1
First Transit,3210,7,5,502002,51,7:05:22 AM,7:33:22 AM,0.4,24.0,4.4
