Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
First Transit,2210,7,12,304001,31,7:13:46 AM,7:42:46 AM,1.8,29.0,1.8
First Transit,2210,15,26,204001,20cw,3:27:15 PM,3:58:30 PM,1.3,32.0,0.5
First Transit,3206,14,45,602001,60,2:45:33 PM,3:12:48 PM,0.6,23.0,4.8
First Transit,3206,15,8,602002,60,3:13:03 PM,3:38:18 PM,5.1,17.0,13.3
First Transit,3206,15,31,602003,60,3:38:33 PM,3:59:33 PM,7.6,23.0,5.6
First Transit,3206,15,56,602004,60,3:59:48 PM,4:23:48 PM,3.8,19.0,8.8
First Transit,3206,16,18,602005,60,4:24:03 PM,4:50:33 PM,6.1,23.0,9.6
First Transit,3206,16,45,602006,60,4:51:18 PM,5:09:33 PM,6.3,19.0,5.6
First Transit,3206,17,17,602007,60,5:17:33 PM,5:41:48 PM,0.6,24.0,0.8
First Transit,3206,17,45,602008,60,,6:06:12 PM,,18.0,3.2
First Transit,3206,18,6,602009,60,6:06:27 PM,6:26:58 PM,0.5,22.0,-1.0
First Transit,3206,18,30,602010,60,6:30:12 PM,6:50:12 PM,0.2,17.0,3.2
First Transit,3206,18,47,602011,60,6:50:27 PM,7:08:44 PM,3.5,22.0,-0.3
First Transit,3206,19,13,602012,60,7:13:00 PM,7:32:43 PM,0.0,17.0,2.7
First Transit,3207,6,39,502001,51,6:40:02 AM,6:56:32 AM,1.0,16.0,1.5
First Transit,3207,7,5,502002,51,7:05:48 AM,7:35:33 AM,0.8,24.0,6.6
First Transit,3207,7,29,502003,51,7:37:03 AM,8:02:48 AM,8.1,27.0,6.8
First Transit,3207,16,0,502101,51,4:00:24 PM,4:26:40 PM,0.4,27.0,-0.3
First Transit,3207,16,33,502102,51,4:33:24 PM,5:00:40 PM,0.4,28.0,-0.3
First Transit,3207,17,8,502103,51,5:08:09 PM,5:32:40 PM,0.2,27.0,-2.3
First Transit,3207,17,48,502104,51,5:48:24 PM,6:13:54 PM,0.4,25.0,0.9
First Transit,3207,18,19,502105,51,6:19:24 PM,6:43:55 PM,0.4,27.0,-2.1
First Transit,3207,18,53,502106,51,6:53:24 PM,7:18:10 PM,0.4,24.0,1.2
First Transit,3207,19,20,502107,51,7:20:25 PM,7:32:55 PM,0.4,11.0,1.9
First Transit,3208,5,58,601001,60,5:58:28 AM,6:17:15 AM,0.5,18.0,1.3
First Transit,3208,6,20,601002,60,6:20:13 AM,6:36:30 AM,0.2,16.0,0.5
First Transit,3208,6,41,601003,60,6:41:13 AM,7:00:30 AM,0.2,20.0,-0.5
First Transit,3208,7,3,601004,60,7:03:13 AM,7:21:15 AM,0.2,17.0,1.3
First Transit,3208,7,33,601005,60,7:33:13 AM,7:56:45 AM,0.2,21.0,2.8
First Transit,3208,7,58,601006,60,7:58:13 AM,8:15:44 AM,0.2,18.0,-0.3
