Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
First Transit,3216,7,30,501001,51s,7:30:30 AM,7:43:15 AM,0.5,11.0,2.3
First Transit,3216,7,43,501002,51s,7:43:30 AM,7:50:45 AM,0.5,8.0,-0.3
First Transit,3216,7,51,501003,51s,7:51:30 AM,,0.5,11.0,
First Transit,3216,8,4,501004,51s,8:04:45 AM,8:12:30 AM,0.8,9.0,-0.5
First Transit,3216,8,13,501005,51s,8:13:30 AM,8:26:15 AM,0.5,11.0,2.3
First Transit,3216,8,26,501006,51s,8:26:30 AM,8:36:30 AM,0.5,9.0,1.5
First Transit,3216,8,35,501007,51s,8:37:45 AM,,2.8,11.0,
First Transit,3216,8,48,501008,51s,8:48:45 AM,8:58:45 AM,0.8,9.0,1.8
First Transit,3216,8,57,501009,51s,8:59:30 AM,9:23:15 AM,2.5,11.0,15.3
First Transit,3216,9,23,501010,51s,9:23:30 AM,9:31:45 AM,0.5,8.0,0.8
First Transit,3216,9,31,501011,51s,9:32:30 AM,9:44:15 AM,1.5,11.0,2.3
First Transit,3216,9,44,501012,51s,9:44:30 AM,9:52:45 AM,0.5,8.0,0.8
First Transit,3216,9,52,501013,51s,9:53:00 AM,,1.0,11.0,
First Transit,3216,10,5,501014,51s,10:05:15 AM,10:16:30 AM,0.3,9.0,2.5
First Transit,3216,10,14,501015,51s,10:17:00 AM,10:28:15 AM,3.0,11.0,3.3
First Transit,3216,10,27,501016,51s,10:28:30 AM,10:37:45 AM,1.5,9.0,1.8
First Transit,3216,10,36,501017,51s,10:38:15 AM,10:49:15 AM,2.3,11.0,2.3
First Transit,3216,10,49,501018,51s,10:49:30 AM,10:59:45 AM,0.5,9.0,1.8
First Transit,3216,10,58,501019,51s,11:00:15 AM,,2.3,11.0,
First Transit,3216,11,11,501020,51s,11:11:45 AM,11:21:45 AM,0.8,9.0,1.8
First Transit,3216,11,20,501021,51s,11:22:00 AM,,2.0,11.0,
First Transit,3216,11,33,501022,51s,11:35:30 AM,11:42:30 AM,2.5,9.0,0.5
First Transit,3216,11,42,501023,51s,11:43:30 AM,12:03:15 PM,1.5,11.0,10.3
First Transit,3216,12,3,501024,51s,12:03:30 PM,12:13:45 PM,0.5,9.0,1.8
First Transit,3216,12,12,501025,51s,12:14:15 PM,12:25:15 PM,2.3,11.0,2.3
First Transit,3216,12,25,501026,51s,12:25:30 PM,12:35:45 PM,0.5,9.0,1.8
First Transit,3216,12,34,501027,51s,12:36:00 PM,,2.0,11.0,
First Transit,3216,12,47,501028,51s,12:47:30 PM,12:58:00 PM,0.5,9.0,2.0
First Transit,3216,12,56,501029,51s,12:58:30 PM,1:09:30 PM,2.5,11.0,2.5
First Transit,3216,13,9,501030,51s,1:09:45 PM,1:18:45 PM,0.8,8.0,1.8
First Transit,3216,13,21,501031,51s,1:21:15 PM,,0.3,11.0,
First Transit,3216,13,34,501032,51s,1:34:45 PM,1:44:45 PM,0.8,8.0,2.8
