Trip Date,20,,,,,,,,,
Day,All,,,,,,,,,
,,,,,,,,,,
,,,,,,Data,,,,
,,,45,501008,51,9:46:06 AM,10:12:05 AM,1.1,24.0,3.1
,,10,11,501009,51,10:12:21 AM,10:36:35 AM,1.4,26.0,-0.4
,,,44,501010,51,10:45:30 AM,,1.5,26.0,
,,11,10,501011,51,11:16:15 AM,11:45:45 AM,6.3,26.0,9.8
,,,49,501012,51,11:50:06 AM,,1.1,24.0,
,,12,13,501013,51,12:18:50 PM,12:42:49 PM,5.8,26.0,3.8
,,16,0,502101,51,4:00:24 PM,4:25:53 PM,0.4,27.0,-1.1
,,,33,502102,51,4:33:24 PM,5:06:09 PM,0.4,28.0,5.2
,,17,8,502103,51,5:08:24 PM,5:34:08 PM,0.4,27.0,-0.9
,,,48,502104,51,5:48:20 PM,6:13:51 PM,0.3,25.0,0.9
,,18,19,502105,51,6:20:06 PM,6:44:51 PM,1.1,27.0,-1.1
,,,53,502106,51,6:53:58 PM,7:17:00 PM,1.0,24.0,0.0
,,19,20,502107,51,7:20:30 PM,7:30:16 PM,0.5,11.0,-0.7
,3209,12,46,501101,51,12:46:54 PM,1:11:09 PM,0.9,24.0,1.2
,,13,13,501102,51,1:11:26 PM,1:44:24 PM,-1.6,26.0,5.4
,,,46,501103,51,1:47:39 PM,2:13:24 PM,1.7,24.0,3.4
,,14,12,501104,51,2:13:39 PM,2:37:55 PM,1.7,26.0,-0.1
,,,45,501105,51,2:46:09 PM,3:15:54 PM,1.2,25.0,5.9
,,15,12,501106,51,3:17:39 PM,3:46:54 PM,5.7,27.0,7.9
,,16,3,501107,51,4:03:54 PM,4:32:09 PM,0.9,28.0,1.2
,,,34,501108,52,4:34:24 PM,5:09:24 PM,0.4,35.0,0.4
,,17,16,501109,51,5:16:56 PM,5:46:57 PM,0.9,26.0,5.0
,,,45,501110,51,5:47:27 PM,6:14:42 PM,2.5,27.0,2.7
,,18,25,501111,51,6:26:27 PM,6:47:58 PM,1.5,25.0,-2.0
,,,53,501112,52,6:53:27 PM,7:27:29 PM,0.5,35.0,-0.5
,,19,34,501113,51,,7:56:46 PM,,24.0,-1.2
,3216,5,59,103001,10,6:00:19 AM,6:17:04 AM,1.3,15.0,3.1
,,6,14,103002,10,6:17:49 AM,6:35:04 AM,3.8,19.0,2.1
,,,40,103003,10,,6:57:39 AM,,15.0,2.7
,,,55,103004,10,6:57:54 AM,7:18:54 AM,2.9,21.0,2.9
,,7,29,103005,10,7:30:53 AM,,1.9,18.0,
,,,51,103006,10,7:52:38 AM,8:15:09 AM,1.6,21.0,3.2
,,8,19,103007,10,8:19:53 AM,8:41:39 AM,0.9,17.0,5.7
,,,36,103008,10,8:44:53 AM,9:07:53 AM,8.9,21.0,10.9
,,9,4,103009,10,9:08:39 AM,9:28:09 AM,4.7,18.0,6.2
,,,22,103010,10,9:29:09 AM,9:48:24 AM,7.2,23.0,3.4
,,,52,103011,10,9:53:23 AM,,1.4,19.0,
,,10,11,103012,10,10:12:08 AM,10:37:39 AM,1.1,23.0,3.7
,,,41,103013,10,10:41:38 AM,11:01:08 AM,0.6,21.0,-0.9
,,11,2,103014,10,11:02:09 AM,11:26:38 AM,0.2,24.0,0.6
,,,39,103015,10,11:39:34 AM,11:59:48 AM,0.6,20.0,0.8
,,12,1,103016,10,12:01:19 PM,12:26:19 PM,0.3,24.0,1.3
,,,32,103017,10,12:32:19 PM,,0.3,21.0,
,,,55,103018,10,12:55:34 PM,1:22:18 PM,0.6,24.0,3.3
,,13,26,103019,10,1:26:49 PM,1:46:34 PM,0.8,20.0,0.6
,,,48,103020,10,1:48:19 PM,2:14:49 PM,0.3,24.0,2.8
,,14,25,103021,10,2:26:34 PM,,1.6,20.0,
,,,47,103022,10,2:47:52 PM,3:14:22 PM,0.9,24.0,3.4
,,15,18,103023,10,3:18:22 PM,,0.4,21.0,
,,,41,103024,10,3:41:52 PM,4:05:22 PM,0.9,23.0,1.4
,,16,11,103025,10,4:12:07 PM,4:33:37 PM,1.1,20.0,2.6
,,,36,103026,10,4:37:07 PM,5:00:37 PM,1.1,23.0,1.6
,,17,6,103027,10,5:06:37 PM,5:30:52 PM,0.6,20.0,4.9
,,,28,103028,10,5:31:07 PM,5:54:52 PM,3.1,26.0,0.9
,,18,1,103029,10,6:01:37 PM,6:18:53 PM,0.6,20.0,-2.1
,,,23,103030,10,6:24:07 PM,6:44:38 PM,1.1,22.0,-0.4
,,,52,103031,10,6:53:07 PM,7:18:37 PM,1.1,19.0,7.6
,,19,18,103032,10,7:18:52 PM,7:41:38 PM,0.9,22.0,1.6
,,,47,103033,10,7:48:23 PM,8:03:08 PM,1.4,15.0,1.1
,3217,5,54,202001,20cw,5:54:18 AM,6:33:18 AM,0.3,40.0,-0.7
,,6,45,202002,20cw,6:45:48 AM,7:33:32 AM,0.8,47.0,1.5
,,7,42,202003,20cw,7:42:18 AM,8:34:47 AM,0.3,54.0,-1.2
,,8,51,202004,20cw,8:52:02 AM,9:45:03 AM,1.0,54.0,0.1
,,9,55,202005,20cw,9:55:33 AM,10:51:02 AM,0.6,54.0,2.0
,,10,59,202006,20cw,10:59:33 AM,11:55:33 AM,0.6,57.0,-0.4
,,12,6,202007,20cw,12:06:48 PM,1:07:32 PM,0.8,59.0,2.5
,,13,15,202008,20cw,1:16:32 PM,2:24:31 PM,1.5,60.0,9.5
,,14,25,202009,20cw,2:26:01 PM,3:35:46 PM,1.0,62.0,8.8
,,15,37,202010,20cw,3:38:31 PM,4:43:31 PM,1.5,60.0,6.5
,,16,47,202011,20cw,4:51:16 PM,6:00:16 PM,4.3,61.0,12.3
,,17,58,202012,20cw,6:01:31 PM,7:01:31 PM,3.5,53.0,10.5
,,19,1,202013,20cw,7:03:31 PM,7:51:17 PM,2.5,47.0,3.3
,3218,5,41,293001,20cc,5:46:21 AM,,5.4,55.0,
,,6,36,293002,20cc,6:38:27 AM,7:32:57 AM,2.5,56.0,1.0
,,7,32,293003,20cc,7:34:12 AM,8:39:12 AM,2.2,67.0,0.2
,,8,39,293004,20cc,8:39:42 AM,9:47:28 AM,0.7,69.0,-0.5
,,9,48,293005,20cc,9:48:12 AM,10:59:12 AM,0.2,70.0,1.2
,,10,58,293006,20cc,11:00:42 AM,12:13:57 PM,2.7,73.0,3.0
,,12,11,293007,20cc,12:14:27 PM,1:25:12 PM,3.5,73.0,1.2
,,13,24,293008,20cc,1:25:57 PM,2:38:58 PM,2.0,75.0,0.0
,,14,39,293009,20cc,2:39:57 PM,3:50:13 PM,1.0,72.0,-0.8
,,15,51,293010,20cc,3:51:12 PM,5:00:28 PM,0.2,70.0,-0.5
,,17,1,293011,20cc,5:01:12 PM,6:09:57 PM,0.2,68.0,1.0
,,18,9,293012,20cc,6:10:27 PM,,1.5,56.0,
,,19,5,293013,20cc,7:05:56 PM,,0.9,46.0,
,3219,6,5,201001,20cw,6:08:10 AM,6:17:10 AM,3.2,12.0,0.2
,,,32,201002,20cw,,7:21:03 AM,,46.0,3.1
,,7,28,201003,20cw,7:28:18 AM,8:27:33 AM,0.3,51.0,8.6
,,8,29,201004,20cw,8:32:48 AM,9:23:34 AM,3.8,55.0,-0.4
,,9,34,201005,20cw,9:34:33 AM,10:29:18 AM,0.6,55.0,0.3
,,10,39,201006,20cw,10:39:18 AM,11:43:48 AM,0.3,56.0,8.8
,,11,45,201007,20cw,11:45:18 AM,12:46:03 PM,0.3,56.0,5.1
,,12,51,201008,20cw,12:52:18 PM,1:54:18 PM,1.3,60.0,3.3
,,14,1,201009,20cw,2:01:18 PM,3:03:03 PM,0.3,60.0,2.1
,,15,11,201010,20cw,3:11:18 PM,4:11:34 PM,0.3,61.0,-0.4
,,16,22,201011,20cw,4:23:48 PM,5:25:48 PM,1.8,59.0,4.8
,,17,31,201012,20cw,5:33:18 PM,6:29:48 PM,2.3,57.0,1.8
,,18,38,201013,20cw,6:39:17 PM,7:28:04 PM,1.3,49.0,1.1
,,19,33,201014,20cw,7:33:33 PM,8:20:49 PM,0.6,47.0,0.8
,3220,6,15,203001,20cw,6:15:34 AM,6:59:05 AM,0.6,41.0,3.1
,,7,6,203002,20cw,7:07:19 AM,8:01:50 AM,1.3,50.0,5.8
,,8,7,203003,20cw,8:08:19 AM,9:04:04 AM,1.3,54.0,3.1
,,9,12,203004,20cw,9:13:04 AM,10:10:19 AM,1.1,54.0,4.3
,,10,16,203005,20cw,10:16:34 AM,11:10:50 AM,0.6,55.0,-0.2
,,11,21,203006,20cw,11:21:49 AM,12:25:19 PM,0.8,56.0,8.3
,,12,27,203007,20cw,12:28:19 PM,1:28:34 PM,1.3,60.0,1.6
,,13,37,203008,20cw,1:37:49 PM,2:46:34 PM,0.8,60.0,9.6
,,14,47,203009,20cw,2:47:49 PM,3:54:49 PM,0.8,61.0,6.8
,,16,0,203010,20cw,4:01:04 PM,5:00:04 PM,1.1,60.0,0.1
,,17,10,203011,20cw,5:10:49 PM,6:08:50 PM,0.8,59.0,-0.2
,,18,19,203012,20cw,6:19:34 PM,7:12:06 PM,0.6,49.0,4.1
,,19,14,203013,20cw,7:14:36 PM,8:01:22 PM,0.6,47.0,0.4
,3221,6,30,302001,32,6:30:31 AM,6:58:16 AM,0.5,25.0,3.3
,,7,6,302002,32,7:08:46 AM,7:42:46 AM,2.8,28.0,8.8
,,,34,302003,31,7:43:01 AM,8:12:16 AM,9.0,29.0,9.3
,,8,15,302004,32,8:15:46 AM,8:47:31 AM,0.8,29.0,3.5
,,,44,302005,32,8:47:46 AM,9:16:46 AM,3.8,26.0,6.8
,,9,30,302006,32,9:30:46 AM,9:58:31 AM,0.8,27.0,1.5
,,,57,302007,31,9:59:01 AM,10:24:31 AM,2.0,27.0,0.5
,,10,37,302008,31,10:38:01 AM,11:06:01 AM,1.0,29.0,0.0
,,11,6,302009,31,11:07:16 AM,11:36:01 AM,1.3,27.0,3.0
,,,43,302010,32,11:44:46 AM,12:16:16 PM,1.8,31.0,2.3
,,12,14,302011,31,12:17:16 PM,12:44:31 PM,3.3,28.0,2.5
,,,52,302012,32,12:53:01 PM,1:30:01 PM,1.0,32.0,6.0
,,13,24,302013,31,1:30:31 PM,1:55:46 PM,6.5,27.0,4.8
,,14,3,302014,31,2:03:46 PM,2:41:46 PM,0.8,36.0,2.8
,,,39,302015,32,2:42:31 PM,3:07:31 PM,3.5,26.0,2.5
,,15,15,302016,31,3:16:31 PM,3:52:17 PM,1.5,41.0,-3.7
,,,56,302017,32,3:56:16 PM,4:25:16 PM,0.3,25.0,4.3
,,16,46,302018,32,4:47:16 PM,5:23:16 PM,1.3,37.0,0.3
,,17,23,302019,32,5:23:46 PM,5:52:01 PM,0.8,27.0,2.0
,,18,7,302020,32,6:07:46 PM,6:41:01 PM,0.8,34.0,0.0
,,,41,302021,32,6:41:30 PM,7:04:17 PM,0.5,24.0,-0.7
,,19,20,302022,32,7:20:48 PM,7:48:33 PM,0.8,28.0,0.6
,3222,6,48,403001,40,6:48:21 AM,7:17:06 AM,0.4,28.0,1.1
,,7,26,403002,40,7:26:48 AM,7:52:47 AM,0.8,23.0,3.8
,,,52,403003,40,7:53:32 AM,8:21:31 AM,1.5,28.0,1.5
,,8,30,403004,40,8:30:46 AM,8:54:47 AM,0.8,23.0,1.8
,,15,10,403101,40,3:11:01 PM,3:40:01 PM,1.0,27.0,3.0
,,,40,403102,40,3:41:31 PM,4:13:16 PM,1.5,28.0,5.3
,,16,21,403103,40,4:21:46 PM,4:51:16 PM,0.8,27.0,3.3
,,,51,403104,40,4:52:46 PM,5:26:46 PM,1.8,29.0,6.8
,,17,30,403105,40,5:36:01 PM,6:06:16 PM,6.0,28.0,8.3
,3224,6,3,291001,20cc,6:04:23 AM,,1.4,56.0,
,,,59,291002,20cc,7:01:39 AM,8:01:23 AM,2.7,61.0,1.4
,,8,0,291003,20cc,8:02:09 AM,9:07:53 AM,2.2,67.0,0.9
,,9,7,291004,20cc,9:09:39 AM,10:13:23 AM,2.7,67.0,-0.6
,,10,14,291005,20cc,10:14:24 AM,11:21:53 AM,0.4,69.0,-1.1
,,11,23,291006,20cc,11:23:24 AM,12:34:39 PM,0.4,72.0,-0.3
,,12,35,291007,20cc,12:35:24 PM,1:48:37 PM,0.4,72.0,1.6
,,13,47,291008,20cc,1:49:07 PM,3:02:52 PM,2.1,74.0,1.9
,,15,1,291009,20cc,3:03:37 PM,4:12:53 PM,2.6,72.0,-0.1
,,16,13,291010,20cc,4:13:22 PM,5:24:07 PM,0.4,70.0,1.1
,,17,23,291011,20cc,5:24:22 PM,6:31:52 PM,1.4,67.0,1.9
,,18,30,291012,20cc,6:32:37 PM,7:25:23 PM,2.6,56.0,-0.6
,,19,26,291013,20cc,7:26:24 PM,,0.4,46.0,
,3292,6,43,102001,10,6:44:13 AM,7:05:13 AM,1.2,20.0,2.2
,,7,16,102002,10,7:16:43 AM,7:34:58 AM,0.7,18.0,1.0
,,,36,102003,10,7:36:28 AM,8:00:28 AM,0.5,21.0,3.5
,,8,4,102004,10,8:04:58 AM,8:28:28 AM,1.0,17.0,7.5
,,,21,102005,10,8:28:43 AM,8:51:13 AM,7.7,21.0,9.2
,,,49,102006,10,8:53:43 AM,9:17:28 AM,4.7,17.0,11.5
,,9,6,102007,10,9:17:43 AM,9:35:28 AM,11.7,23.0,6.5
,,,36,102008,10,9:36:58 AM,9:54:28 AM,1.0,18.0,0.5
,,,54,102009,10,9:54:43 AM,10:17:28 AM,0.7,23.0,0.5
,,10,24,102010,10,10:24:28 AM,,0.5,20.0,
,,,44,102011,10,10:45:28 AM,11:08:13 AM,1.5,24.0,0.2
,,11,21,102012,10,11:22:13 AM,11:43:43 AM,1.2,20.0,2.7
,,,41,102013,10,11:43:58 AM,,3.0,24.0,
,,12,12,102014,10,12:26:28 PM,12:46:13 PM,14.5,21.0,13.2
,,,35,102015,10,12:46:28 PM,,11.5,24.0,
,,13,6,102016,10,1:16:13 PM,1:39:28 PM,10.2,20.0,13.5
,,,28,102017,10,1:40:28 PM,2:11:59 PM,12.5,24.0,20.0
,,14,5,102018,10,2:12:28 PM,2:36:43 PM,7.5,20.0,11.7
,,,27,102019,10,2:36:58 PM,3:03:13 PM,10.0,24.0,12.2
,,,59,102020,10,3:06:58 PM,3:29:13 PM,8.0,21.0,9.2
,,15,21,102021,10,3:29:28 PM,3:54:58 PM,8.5,23.0,11.0
,,,51,102022,10,3:56:13 PM,,5.2,21.0,
,,16,16,102023,10,4:17:43 PM,4:40:58 PM,1.7,23.0,2.0
,,,46,102024,10,4:47:43 PM,,1.7,20.0,
,,17,8,102025,10,5:12:28 PM,5:37:13 PM,4.5,26.0,3.2
,,,41,102026,10,5:41:58 PM,6:05:43 PM,1.0,20.0,4.7
,,18,3,102027,10,6:05:58 PM,6:33:43 PM,3.0,22.0,8.7
,,,32,102028,10,6:34:28 PM,,2.5,20.0,
,,,59,102029,10,6:59:13 PM,7:21:45 PM,0.2,22.0,0.8
,,19,28,102030,10,7:32:00 PM,7:48:00 PM,4.0,15.0,5.0
,3293,5,55,301001,31,5:59:00 AM,6:19:30 AM,4.0,24.0,0.5
,,6,29,301002,31,6:30:15 AM,6:58:15 AM,1.3,32.0,-2.8
,,7,1,301003,31,7:01:30 AM,7:29:30 AM,0.5,29.0,-0.5
,,,38,301004,31,7:38:45 AM,8:13:30 AM,0.8,29.0,6.5
,,8,7,301005,31,8:13:45 AM,8:43:15 AM,6.8,29.0,7.3
,,,46,301006,31,8:46:45 AM,9:16:00 AM,0.8,29.0,1.0
,,9,15,301007,31,9:17:00 AM,9:45:15 AM,2.0,28.0,2.3
,,,53,301008,31,9:54:00 AM,10:24:15 AM,1.0,29.0,2.3
,,10,22,301009,31,10:24:30 AM,10:48:30 AM,2.5,27.0,-0.5
,,,59,301010,32,11:00:30 AM,11:30:45 AM,1.5,31.0,0.8
,,11,30,301011,31,11:31:30 AM,11:57:15 AM,1.5,28.0,-0.8
,,12,8,301012,31,12:09:15 PM,12:47:15 PM,1.3,34.0,5.3
,,,42,301013,31,12:47:30 PM,1:10:15 PM,5.5,27.0,1.3
,,13,19,301014,31,1:19:45 PM,,0.8,36.0,0.0
,,,55,301015,31,1:55:28 PM,2:28:15 PM,0.5,27.0,6.3
,,14,32,301016,31,2:33:15 PM,,1.3,40.0,0.0
,,15,12,301017,31,3:12:45 PM,3:41:58 PM,0.8,29.0,1.0
,,,51,301018,31,3:52:28 PM,4:26:59 PM,1.5,40.0,-4.0
,,16,31,301019,31,4:31:13 PM,5:04:13 PM,0.2,28.0,5.2
,,17,9,301020,31,5:09:43 PM,5:50:43 PM,0.7,39.0,2.7
,,,48,301021,32,5:51:28 PM,6:22:13 PM,3.5,24.0,10.2
,,18,37,301022,31,6:38:43 PM,7:10:14 PM,1.7,35.0,-1.8
,,19,12,301023,32,7:13:30 PM,7:36:15 PM,1.5,23.0,1.3
,3294,6,0,401001,40,6:01:03 AM,6:25:04 AM,1.1,26.0,-0.9
,,,36,401002,40,6:37:18 AM,7:01:18 AM,1.3,23.0,2.3
,,7,2,401003,40,7:02:18 AM,7:31:18 AM,0.3,29.0,0.3
,,,41,401004,40,7:42:03 AM,8:06:03 AM,1.1,23.0,2.1
,,8,7,401005,40,8:07:33 AM,8:36:48 AM,0.6,29.0,0.8
,,,46,401006,40,8:47:48 AM,9:10:51 AM,1.8,23.0,1.9
,,9,12,401007,40,9:12:36 AM,9:41:06 AM,0.6,29.0,0.1
,,,51,401008,40,9:52:21 AM,10:16:06 AM,1.4,24.0,1.1
,,10,18,401009,40,10:18:51 AM,10:47:36 AM,0.9,28.0,1.6
,,,56,401010,40,10:58:05 AM,11:26:52 AM,2.1,25.0,5.9
,,11,24,401011,40,11:27:52 AM,11:57:37 AM,3.9,28.0,5.6
,,12,5,401012,40,12:06:22 PM,12:35:52 PM,1.4,25.0,5.9
,,,32,401013,40,12:36:52 PM,1:01:37 PM,4.9,29.0,0.6
,,13,11,401014,40,1:13:37 PM,1:36:37 PM,2.6,25.0,0.6
,,,39,401015,40,1:39:37 PM,2:07:37 PM,0.6,28.0,0.6
,,14,17,401016,40,2:19:07 PM,2:46:52 PM,2.1,25.0,4.9
,,,48,401017,40,2:49:22 PM,3:23:07 PM,1.4,29.0,6.1
,,15,27,401018,40,3:28:37 PM,3:55:37 PM,1.6,27.0,1.6
,,16,0,401019,40,4:00:22 PM,4:32:07 PM,0.4,29.0,3.1
,,,45,401020,40,4:45:52 PM,5:11:38 PM,0.9,27.0,-0.4
,,17,15,401021,40,5:15:37 PM,5:44:22 PM,0.6,29.0,0.4
,,,54,401022,40,5:55:22 PM,6:19:53 PM,1.4,26.0,-0.1
,,18,20,401023,40,6:20:52 PM,6:50:07 PM,0.9,27.0,3.1
,,,55,401024,40,6:56:37 PM,7:21:24 PM,1.6,23.0,3.4
,,19,18,401025,40,7:22:09 PM,7:45:53 PM,4.2,26.0,1.9
,3295,5,50,101001,10,5:51:09 AM,6:08:24 AM,1.2,18.0,0.4
,,6,15,101002,10,6:15:54 AM,6:31:54 AM,0.9,15.0,1.9
,,,30,101003,10,6:32:09 AM,6:49:24 AM,2.2,19.0,0.4
,,7,2,101004,10,7:02:39 AM,7:22:39 AM,0.7,18.0,2.7
,,,20,101005,10,7:22:54 AM,7:43:09 AM,2.9,21.0,2.2
,,,48,101006,10,7:48:39 AM,8:07:08 AM,0.7,18.0,1.1
,,8,6,101007,10,8:07:24 AM,8:32:24 AM,1.4,21.0,5.4
,,,34,101008,10,8:35:09 AM,,1.2,17.0,
,,,51,101009,10,8:55:09 AM,9:12:55 AM,4.2,22.0,-0.1
,,9,20,101010,10,9:21:09 AM,9:39:54 AM,1.2,18.0,1.9
,,,38,101011,10,9:41:39 AM,10:03:09 AM,3.7,22.0,3.2
,,10,7,101012,10,10:08:08 AM,10:28:54 AM,1.1,20.0,1.9
,,,27,101013,10,10:30:09 AM,10:50:54 AM,3.2,23.0,0.9
,,11,3,101014,10,11:06:39 AM,,3.7,20.0,
,,,23,101015,10,11:25:09 AM,11:50:54 AM,2.2,24.0,3.9
,,,54,101016,10,11:55:53 AM,12:17:09 PM,1.9,21.0,2.2
,,12,18,101017,10,12:19:23 PM,12:42:24 PM,1.4,24.0,0.4
,,,49,101018,10,12:49:38 PM,1:10:24 PM,0.6,21.0,0.4
,,13,12,101019,10,1:12:24 PM,1:36:24 PM,0.4,24.0,0.4
,,,49,101020,10,1:49:38 PM,2:12:09 PM,0.6,20.0,3.2
,,14,9,101021,10,2:12:24 PM,2:36:39 PM,3.4,24.0,3.7
,,,40,101022,10,2:41:08 PM,,1.1,20.0,
,,15,4,101023,10,3:05:08 PM,3:35:08 PM,1.1,23.0,8.1
,,,34,101024,10,3:37:39 PM,4:00:09 PM,3.7,21.0,5.2
,,,58,101025,10,4:00:24 PM,4:28:54 PM,2.4,23.0,7.9
,,16,28,101026,10,4:30:24 PM,,2.4,20.0,
,,,51,101027,10,4:49:54 PM,5:19:54 PM,-1.1,26.0,2.9
,,17,24,101028,10,5:25:53 PM,,1.9,20.0,
,,,46,101029,10,5:48:39 PM,6:13:09 PM,2.7,24.0,3.2
,,18,17,101030,10,6:17:38 PM,,0.6,20.0,
,,,40,101031,10,6:40:24 PM,7:11:08 PM,0.4,22.0,9.1
,,19,9,101032,10,7:11:39 PM,7:31:39 PM,2.7,18.0,4.7
,3296,7,23,303001,32,7:23:12 AM,7:53:11 AM,0.2,26.0,4.2
,,,59,303002,32,7:59:41 AM,8:28:26 AM,0.7,29.0,0.4
,,8,28,303003,31,8:28:41 AM,8:56:11 AM,0.7,29.0,-0.8
,,9,8,303004,31,9:08:41 AM,9:36:41 AM,0.7,29.0,-0.3
,,,37,303005,32,9:38:12 AM,10:02:41 AM,1.2,26.0,-0.3
,,10,15,303006,32,,10:43:30 AM,,27.0,1.5
,,,42,303007,32,10:43:43 AM,11:06:29 AM,1.7,25.0,-0.5
,,11,20,303008,31,11:20:43 AM,11:53:59 AM,0.7,35.0,-1.0
,,,55,303009,32,11:55:13 AM,12:19:29 PM,0.2,25.0,-0.5
,,12,30,303010,31,12:31:58 PM,1:02:44 PM,2.0,36.0,-3.3
,,13,6,303011,32,1:06:13 PM,1:32:58 PM,0.2,26.0,1.0
,,,45,303012,32,1:47:01 PM,2:20:46 PM,2.0,36.0,-0.2
,,14,21,303013,31,2:21:15 PM,2:52:30 PM,0.3,27.0,4.5
,,15,6,303014,32,3:07:45 PM,3:45:58 PM,1.8,39.0,1.0
,,,45,303015,31,3:46:28 PM,4:13:58 PM,1.5,29.0,0.0
,,16,24,303016,31,4:25:57 PM,5:04:15 PM,2.0,39.0,1.3
,,17,3,303017,32,5:04:45 PM,5:33:45 PM,1.8,27.0,3.8
,,,40,303018,31,5:42:15 PM,6:17:00 PM,2.3,37.0,0.0
,,18,17,303019,31,6:18:15 PM,6:44:30 PM,1.3,26.0,1.5
,,19,3,303020,31,7:05:03 PM,7:36:34 PM,2.1,30.0,3.6
,3297,6,23,402001,40,6:23:31 AM,6:48:02 AM,0.5,26.0,-1.0
,,,59,402002,40,6:59:46 AM,7:23:46 AM,0.8,23.0,1.8
,,7,27,402003,40,7:27:31 AM,7:59:46 AM,0.5,29.0,3.8
,,8,14,402004,40,8:15:16 AM,8:40:31 AM,1.3,23.0,3.5
,,,40,402005,40,8:41:31 AM,9:10:31 AM,1.5,29.0,1.5
,,9,19,402006,40,9:20:01 AM,9:42:46 AM,1.0,23.0,0.8
,,,45,402007,40,9:45:16 AM,10:16:01 AM,0.3,29.0,2.0
,,10,24,402008,40,10:24:46 AM,10:48:46 AM,0.8,24.0,0.8
,,,51,402009,40,10:51:16 AM,11:22:46 AM,0.3,28.0,3.8
,,11,29,402010,40,11:29:46 AM,11:57:01 AM,0.8,25.0,3.0
,,,57,402011,40,11:57:46 AM,12:26:01 PM,0.8,28.0,1.0
,,12,38,402012,40,12:39:31 PM,1:09:16 PM,1.5,25.0,6.3
,,13,5,402013,40,1:10:01 PM,1:48:31 PM,5.0,29.0,14.5
,,,44,402014,40,1:50:01 PM,2:12:01 PM,6.0,25.0,3.0
,,14,11,402015,40,2:13:16 PM,2:45:16 PM,2.3,28.0,6.3
,,,49,402016,40,2:51:46 PM,3:18:31 PM,2.8,27.0,2.5
,,15,19,402017,40,3:19:31 PM,3:45:47 PM,0.5,29.0,-2.2
,,,58,402018,40,3:59:01 PM,4:27:01 PM,1.0,27.0,2.0
,,16,28,402019,40,4:28:31 PM,4:58:31 PM,0.5,29.0,1.5
,,17,7,402020,40,5:08:16 PM,5:37:31 PM,1.3,28.0,2.5
,,,38,402021,40,5:38:46 PM,6:06:47 PM,0.8,29.0,-0.2
