Trip Date,13,,,,,,,,,
Day,All,,,,,,,,,
,,,,,,,,,,
,,,,,,Data,,,,
,,,38,402021,40,5:39:30 PM,6:08:30 PM,1.5,29.0,1.5
,,18,17,402022,40,6:18:15 PM,6:45:30 PM,1.3,26.0,2.5
,,,43,402023,40,6:46:00 PM,7:17:45 PM,3.0,26.0,8.8
,,19,17,402024,40,7:19:30 PM,7:41:00 PM,2.5,23.0,1.0
,3219,6,12,292001,20cc,6:12:21 AM,7:08:07 AM,0.4,57.0,-0.9
,,7,9,292002,20cc,7:09:21 AM,8:19:07 AM,0.4,71.0,-0.9
,,8,20,292003,20cc,8:20:21 AM,9:29:06 AM,0.4,67.0,2.1
,,9,27,292004,20cc,9:31:21 AM,10:36:06 AM,4.4,68.0,1.1
,,10,35,292005,20cc,10:36:21 AM,11:47:21 AM,1.4,71.0,1.4
,,11,46,292006,20cc,11:48:06 AM,1:00:06 PM,2.1,73.0,1.1
,,12,59,292007,20cc,1:00:21 PM,2:11:21 PM,1.4,72.0,0.4
,,14,11,292008,20cc,2:11:51 PM,3:23:22 PM,0.9,72.0,0.4
,,15,23,292009,20cc,3:23:52 PM,4:38:52 PM,0.9,75.0,0.9
,,16,38,292010,20cc,4:39:06 PM,,1.1,67.0,
,3220,7,23,303001,32,7:24:58 AM,8:02:58 AM,2.0,26.0,14.0
,,,59,303002,32,8:04:28 AM,8:32:43 AM,5.5,29.0,4.7
,,8,28,303003,31,8:33:13 AM,9:00:43 AM,5.2,29.0,3.7
,,9,8,303004,31,9:08:43 AM,9:37:28 AM,0.7,29.0,0.5
,,,37,303005,32,9:37:57 AM,10:04:27 AM,1.0,26.0,1.5
,,10,15,303006,32,10:17:57 AM,10:47:42 AM,3.0,27.0,5.7
,,,42,303007,32,10:48:12 AM,11:11:12 AM,6.2,25.0,4.2
,,11,20,303008,31,11:20:42 AM,11:56:27 AM,0.7,35.0,1.5
,,,55,303009,32,11:56:57 AM,12:24:27 PM,2.0,25.0,4.5
,,12,30,303010,31,12:30:42 PM,1:03:13 PM,0.7,36.0,-2.8
,,13,6,303011,32,1:06:27 PM,1:32:57 PM,0.5,26.0,1.0
,,,45,303012,32,1:46:12 PM,2:18:58 PM,1.2,36.0,-2.0
,,14,21,303013,31,2:21:27 PM,2:53:42 PM,0.5,27.0,5.7
,,15,6,303014,32,3:06:27 PM,3:45:28 PM,0.5,39.0,0.5
,,,45,303015,31,3:46:13 PM,4:15:58 PM,1.2,29.0,2.0
,,16,24,303016,31,4:24:28 PM,5:03:13 PM,0.5,39.0,0.2
,,17,3,303017,32,5:03:43 PM,5:33:43 PM,0.7,27.0,3.7
,,,40,303018,31,5:42:13 PM,6:17:28 PM,2.2,37.0,0.5
,,18,17,303019,31,6:17:58 PM,6:44:58 PM,1.0,26.0,2.0
,,19,3,303020,31,7:03:28 PM,7:35:28 PM,0.5,30.0,2.5
,3221,6,43,102001,10,6:43:36 AM,7:03:51 AM,0.6,20.0,0.9
,,7,16,102002,10,7:16:36 AM,7:35:06 AM,0.6,18.0,1.1
,,,36,102003,10,7:36:36 AM,8:04:06 AM,0.6,21.0,7.1
,,8,4,102004,10,8:05:21 AM,8:24:05 AM,1.4,17.0,3.1
,,,21,102005,10,8:24:21 AM,8:46:21 AM,3.4,21.0,4.4
,,,49,102006,10,8:49:51 AM,9:08:05 AM,0.9,17.0,2.1
,,9,6,102007,10,9:08:21 AM,9:31:06 AM,2.4,23.0,2.1
,,,36,102008,10,9:37:21 AM,,1.4,18.0,
,,,54,102009,10,9:57:05 AM,10:18:36 AM,3.1,23.0,1.6
,,10,24,102010,10,10:24:36 AM,,0.6,20.0,
,,,44,102011,10,10:45:21 AM,11:09:06 AM,1.4,24.0,1.1
,,11,21,102012,10,11:21:36 AM,,0.6,20.0,
,,,41,102013,10,11:46:35 AM,,5.6,24.0,
,,12,12,102014,10,12:15:20 PM,,3.3,21.0,
,,,35,102015,10,12:40:05 PM,1:04:20 PM,5.1,24.0,5.3
,,13,6,102016,10,1:06:51 PM,1:29:05 PM,0.9,20.0,3.1
,,,28,102017,10,1:29:36 PM,1:52:51 PM,1.6,24.0,0.9
,,14,5,102018,10,2:05:36 PM,2:27:20 PM,0.6,20.0,2.3
,,,27,102019,10,2:27:36 PM,2:51:06 PM,0.6,24.0,0.1
,,,59,102020,10,2:59:51 PM,,0.9,21.0,
,,15,21,102021,10,3:21:21 PM,3:47:36 PM,0.4,23.0,3.6
,,,51,102022,10,3:51:51 PM,,0.9,21.0,
,,16,16,102023,10,4:16:36 PM,4:44:21 PM,0.6,23.0,5.4
,3222,5,54,202001,20cw,5:54:30 AM,6:33:31 AM,0.5,40.0,-0.5
,,6,45,202002,20cw,6:45:30 AM,7:32:00 AM,0.5,47.0,0.0
,,7,42,202003,20cw,7:42:30 AM,8:37:30 AM,0.5,54.0,1.5
,,8,51,202004,20cw,8:51:30 AM,9:45:00 AM,0.5,54.0,0.0
,,9,55,202005,20cw,9:56:15 AM,10:51:45 AM,1.3,54.0,2.8
,,10,59,202006,20cw,10:59:45 AM,11:55:46 AM,0.8,57.0,-0.2
,,12,6,202007,20cw,12:06:30 PM,1:10:15 PM,0.5,59.0,5.3
,,13,15,202008,20cw,1:16:30 PM,2:18:00 PM,1.5,60.0,3.0
,,14,25,202009,20cw,2:26:45 PM,3:29:01 PM,1.8,62.0,2.0
,,15,37,202010,20cw,3:40:31 PM,4:50:01 PM,3.5,60.0,13.0
,,16,47,202011,20cw,4:59:16 PM,,12.3,61.0,
,,17,58,202012,20cw,6:14:46 PM,6:51:31 PM,16.8,53.0,0.5
,,19,1,202013,20cw,7:02:15 PM,7:53:01 PM,1.3,47.0,5.0
,3223,6,23,402001,40,6:23:19 AM,6:48:05 AM,0.3,26.0,-0.9
,,,59,402002,40,6:59:49 AM,7:23:04 AM,0.8,23.0,1.1
,,7,27,402003,40,7:27:34 AM,7:57:19 AM,0.6,29.0,1.3
,,8,14,402004,40,8:14:37 AM,8:38:52 AM,0.6,23.0,1.9
,,,40,402005,40,8:40:22 AM,9:08:53 AM,0.4,29.0,-0.1
,,9,19,402006,40,9:19:52 AM,9:41:38 AM,0.9,23.0,-0.4
,,,45,402007,40,9:45:22 AM,10:14:07 AM,0.4,29.0,0.1
,,10,24,402008,40,10:24:52 AM,10:49:07 AM,0.9,24.0,1.1
,,,51,402009,40,10:51:22 AM,11:19:37 AM,0.4,28.0,0.6
,,11,29,402010,40,11:29:52 AM,12:06:22 PM,0.9,25.0,12.4
,,,57,402011,40,12:07:37 PM,12:34:37 PM,10.6,28.0,9.6
,,12,38,402012,40,12:38:52 PM,1:04:07 PM,0.9,25.0,1.1
,,13,5,402013,40,1:05:52 PM,1:43:07 PM,0.9,29.0,9.1
,,16,46,102024,10,4:47:31 PM,,1.5,20.0,
,,17,8,102025,10,5:11:16 PM,5:41:46 PM,3.3,26.0,7.8
,,,41,102026,10,5:44:46 PM,6:05:46 PM,3.8,20.0,4.8
,,18,3,102027,10,6:06:01 PM,6:26:46 PM,3.0,22.0,1.8
,,,32,102028,10,6:36:31 PM,6:57:31 PM,4.5,20.0,5.5
,,,59,102029,10,6:59:16 PM,7:24:16 PM,0.3,22.0,3.3
,,19,28,102030,10,7:29:16 PM,7:52:31 PM,1.3,15.0,9.5
,3224,6,0,401001,40,6:00:20 AM,6:26:51 AM,0.3,26.0,0.9
,,,36,401002,40,6:36:51 AM,7:03:52 AM,0.9,23.0,4.9
,,7,2,401003,40,7:05:37 AM,7:34:37 AM,3.6,29.0,3.6
,,,41,401004,40,7:42:07 AM,8:04:22 AM,1.1,23.0,0.4
,,8,7,401005,40,8:07:22 AM,8:36:52 AM,0.4,29.0,0.9
,,,46,401006,40,8:47:07 AM,9:09:52 AM,1.1,23.0,0.9
,,9,12,401007,40,9:12:22 AM,9:41:07 AM,0.4,29.0,0.1
,,,51,401008,40,9:52:07 AM,10:18:52 AM,1.1,24.0,3.9
,,10,18,401009,40,10:19:07 AM,10:47:52 AM,1.1,28.0,1.9
,,,56,401010,40,10:56:52 AM,11:22:07 AM,0.9,25.0,1.1
,,11,24,401011,40,11:23:54 AM,11:53:37 AM,-0.1,28.0,1.6
,,12,5,401012,40,12:05:22 PM,12:33:22 PM,0.4,25.0,3.4
,,,32,401013,40,12:33:52 PM,12:59:53 PM,1.9,29.0,-1.1
,,13,11,401014,40,1:11:37 PM,1:39:37 PM,0.6,25.0,3.6
,,,39,401015,40,1:40:37 PM,2:11:52 PM,1.6,28.0,4.9
,,14,17,401016,40,2:18:07 PM,2:43:37 PM,1.1,25.0,1.6
,,,48,401017,40,2:48:36 PM,3:25:07 PM,0.6,29.0,8.1
,,15,27,401018,40,3:29:39 PM,3:55:53 PM,2.7,27.0,1.9
,,16,0,401019,40,4:00:24 PM,4:33:24 PM,0.4,29.0,4.4
,,,45,401020,40,4:45:53 PM,5:12:24 PM,0.9,27.0,0.4
,,17,15,401021,40,5:15:38 PM,5:43:39 PM,0.6,29.0,-0.3
,,,54,401022,40,5:54:53 PM,6:20:24 PM,0.9,26.0,0.4
,,18,20,401023,40,6:20:53 PM,6:53:54 PM,0.9,27.0,6.9
,,,55,401024,40,6:56:23 PM,7:21:39 PM,1.4,23.0,3.7
,,19,18,401025,40,7:22:07 PM,7:46:54 PM,4.1,26.0,2.9
,3225,8,19,103007,10,8:22:12 AM,8:41:41 AM,3.2,17.0,5.7
,,,36,103008,10,8:42:11 AM,9:04:56 AM,6.2,21.0,7.9
,,9,4,103009,10,9:05:27 AM,9:24:27 AM,1.5,18.0,2.5
,,,22,103010,10,9:24:42 AM,9:47:57 AM,2.7,23.0,3.0
,,,52,103011,10,9:53:42 AM,10:12:57 AM,1.7,19.0,2.0
,,10,11,103012,10,10:13:12 AM,10:37:57 AM,2.2,23.0,4.0
,,,41,103013,10,10:41:41 AM,11:03:27 AM,0.7,21.0,1.5
,,11,2,103014,10,11:03:42 AM,11:26:56 AM,1.7,24.0,0.9
,,,39,103015,10,11:40:12 AM,,1.2,20.0,
,,12,1,103016,10,12:05:41 PM,12:25:41 PM,4.7,24.0,0.7
,,,32,103017,10,12:32:56 PM,,0.9,21.0,
,,,55,103018,10,12:55:41 PM,1:19:56 PM,0.7,24.0,0.9
,,13,26,103019,10,1:26:26 PM,1:47:42 PM,0.4,20.0,1.7
,,,48,103020,10,1:48:12 PM,2:14:57 PM,0.2,24.0,3.0
,,14,25,103021,10,2:26:12 PM,2:47:12 PM,1.2,20.0,2.2
,,,47,103022,10,2:47:26 PM,3:15:57 PM,0.4,24.0,5.0
,,15,18,103023,10,3:18:42 PM,3:41:42 PM,0.7,21.0,2.7
,,,41,103024,10,3:41:57 PM,4:05:27 PM,1.0,23.0,1.5
,,16,11,103025,10,4:11:42 PM,4:33:42 PM,0.7,20.0,2.7
,,,36,103026,10,4:36:27 PM,5:02:28 PM,0.5,23.0,3.5
,,17,6,103027,10,5:07:27 PM,5:28:12 PM,1.5,20.0,2.2
,,,28,103028,10,5:28:27 PM,5:54:42 PM,0.5,26.0,0.7
,,18,1,103029,10,6:05:13 PM,6:24:12 PM,4.2,20.0,3.2
,,,23,103030,10,6:24:27 PM,6:48:12 PM,1.5,22.0,3.2
,,,52,103031,10,6:54:57 PM,7:13:12 PM,3.0,19.0,2.2
,,19,18,103032,10,7:18:27 PM,7:41:42 PM,0.5,22.0,1.7
,,,47,103033,10,7:47:27 PM,8:01:43 PM,0.5,15.0,-0.3
,3292,5,55,301001,31,5:55:33 AM,6:22:32 AM,0.6,24.0,3.5
,,6,29,301002,31,6:29:48 AM,7:01:18 AM,0.8,32.0,0.3
,,7,1,301003,31,7:02:02 AM,7:29:33 AM,1.0,29.0,-0.4
,,,38,301004,31,7:38:48 AM,8:16:48 AM,0.8,29.0,9.8
,,8,7,301005,31,8:17:18 AM,8:44:33 AM,10.3,29.0,8.6
,,,46,301006,31,8:47:02 AM,9:18:02 AM,1.0,29.0,3.0
,,9,15,301007,31,9:18:47 AM,9:45:32 AM,3.8,28.0,2.5
,,,53,301008,31,9:53:33 AM,10:24:47 AM,0.6,29.0,2.8
,,10,22,301009,31,10:25:02 AM,10:50:17 AM,3.0,27.0,1.3
,,,59,301010,32,11:00:17 AM,11:30:33 AM,1.3,31.0,0.6
,,11,30,301011,31,11:31:17 AM,11:55:32 AM,1.3,28.0,-2.5
,,12,8,301012,31,12:08:48 PM,12:43:32 PM,0.8,34.0,1.5
,,,42,301013,31,12:43:47 PM,1:08:18 PM,1.8,27.0,-0.7
,,13,19,301014,31,1:19:33 PM,1:57:32 PM,0.6,36.0,2.5
,,,55,301015,31,1:58:02 PM,2:25:17 PM,3.0,27.0,3.3
,,14,32,301016,31,2:33:02 PM,3:12:18 PM,1.0,40.0,0.3
,,15,12,301017,31,3:12:33 PM,3:43:33 PM,0.6,29.0,2.6
,,,51,301018,31,3:51:48 PM,4:28:19 PM,0.8,40.0,-2.7
,,16,31,301019,31,4:31:18 PM,5:01:48 PM,0.3,28.0,2.8
,,17,9,301020,31,5:10:18 PM,5:45:49 PM,1.3,39.0,-2.2
,,,48,301021,32,5:48:18 PM,6:13:33 PM,0.3,24.0,1.6
,,18,37,301022,31,6:38:03 PM,7:09:47 PM,1.1,35.0,-2.2
,,19,12,301023,32,7:12:18 PM,7:36:18 PM,0.3,23.0,1.3
,3293,13,49,101020,10,1:52:30 PM,2:18:30 PM,3.5,20.0,9.5
,,14,9,101021,10,2:18:45 PM,2:41:00 PM,9.8,24.0,8.0
,,15,10,403101,40,3:10:45 PM,3:40:00 PM,0.8,27.0,3.0
,,,40,403102,40,3:41:15 PM,4:11:15 PM,1.3,28.0,3.3
,,16,21,403103,40,4:21:45 PM,4:53:30 PM,0.8,27.0,5.5
,,,51,403104,40,4:54:30 PM,5:23:30 PM,3.5,29.0,3.5
,,17,30,403105,40,5:33:30 PM,6:03:00 PM,3.5,28.0,5.0
,3294,6,3,291001,20cc,6:04:10 AM,6:58:56 AM,1.2,56.0,-0.1
,,,59,291002,20cc,6:59:55 AM,8:00:55 AM,0.9,61.0,0.9
,,8,0,291003,20cc,8:01:10 AM,9:07:25 AM,1.2,67.0,0.4
,,9,7,291004,20cc,9:08:10 AM,10:13:41 AM,1.2,67.0,-0.3
,,10,14,291005,20cc,10:14:25 AM,11:21:41 AM,0.4,69.0,-1.3
,,11,23,291006,20cc,11:23:25 AM,12:33:41 PM,0.4,72.0,-1.3
,,12,35,291007,20cc,12:35:25 PM,1:47:10 PM,0.4,72.0,0.2
,,13,47,291008,20cc,1:47:55 PM,3:01:40 PM,0.9,74.0,0.7
,,15,1,291009,20cc,3:02:10 PM,4:15:42 PM,1.2,72.0,2.7
,,16,13,291010,20cc,4:16:42 PM,5:24:42 PM,3.7,70.0,1.7
,,17,23,291011,20cc,5:25:12 PM,6:32:12 PM,2.2,67.0,2.2
,,18,30,291012,20cc,6:32:57 PM,7:26:26 PM,3.0,56.0,0.4
,,19,26,291013,20cc,7:27:27 PM,,1.5,46.0,
,3295,6,30,302001,32,6:30:33 AM,6:55:33 AM,0.6,25.0,0.6
,,7,6,302002,32,7:08:17 AM,7:36:18 AM,2.3,28.0,2.3
,,,34,302003,31,7:36:32 AM,8:10:33 AM,2.5,29.0,7.6
,,8,15,302004,32,8:16:32 AM,8:44:03 AM,1.5,29.0,0.1
,,,44,302005,32,8:44:18 AM,9:10:18 AM,0.3,26.0,0.3
,,9,30,302006,32,9:32:02 AM,10:00:17 AM,2.0,27.0,3.3
,,,57,302007,31,10:00:47 AM,10:25:47 AM,3.8,27.0,1.8
,,10,37,302008,31,10:37:48 AM,11:06:18 AM,0.8,29.0,0.3
,,11,6,302009,31,11:06:48 AM,11:35:47 AM,0.8,27.0,2.8
,,,43,302010,32,11:43:33 AM,12:13:33 PM,0.6,31.0,-0.4
,,12,14,302011,31,12:14:48 PM,12:43:32 PM,0.8,28.0,1.5
,,,52,302012,32,12:52:48 PM,1:23:47 PM,0.8,32.0,-0.2
,,13,24,302013,31,1:24:48 PM,1:56:33 PM,0.8,27.0,5.6
,,14,3,302014,31,2:03:48 PM,2:44:48 PM,0.8,36.0,5.8
,,,39,302015,32,2:45:03 PM,3:09:18 PM,6.1,26.0,4.3
,,15,15,302016,31,3:16:48 PM,3:56:03 PM,1.8,41.0,0.1
,,,56,302017,32,3:56:18 PM,4:26:03 PM,0.3,25.0,5.1
,,16,46,302018,32,4:47:18 PM,5:23:33 PM,1.3,37.0,0.6
,,17,23,302019,32,5:24:03 PM,5:50:03 PM,1.1,27.0,0.1
,,18,7,302020,32,6:07:33 PM,6:41:03 PM,0.6,34.0,0.1
,,,41,302021,32,6:41:18 PM,7:07:48 PM,0.3,24.0,2.8
,,19,20,302022,32,7:20:48 PM,,0.8,28.0,
,3296,6,5,201001,20cw,6:06:04 AM,6:18:04 AM,1.1,12.0,1.1
,,,32,201002,20cw,6:33:04 AM,7:21:19 AM,1.1,46.0,3.3
,,7,28,201003,20cw,7:29:04 AM,8:22:49 AM,1.1,51.0,3.8
,,8,29,201004,20cw,8:29:48 AM,9:25:34 AM,0.8,55.0,1.6
,,9,34,201005,20cw,9:34:19 AM,10:28:05 AM,0.3,55.0,-0.9
,,10,39,201006,20cw,10:39:19 AM,11:36:34 AM,0.3,56.0,1.6
,,11,45,201007,20cw,11:45:18 AM,12:44:03 PM,0.3,56.0,3.1
,,12,51,201008,20cw,12:51:33 PM,1:52:18 PM,0.6,60.0,1.3
,,14,1,201009,20cw,2:01:18 PM,3:09:18 PM,0.3,60.0,8.3
,,15,11,201010,20cw,3:11:19 PM,4:12:49 PM,0.3,61.0,0.8
,,16,22,201011,20cw,4:24:34 PM,5:25:34 PM,2.6,59.0,4.6
,,17,31,201012,20cw,5:34:19 PM,6:27:20 PM,3.3,57.0,-0.7
,,18,38,201013,20cw,6:39:51 PM,7:27:51 PM,1.9,49.0,0.9
,,19,33,201014,20cw,,8:19:37 PM,,47.0,-0.4
,3297,5,50,101001,10,5:50:30 AM,6:09:00 AM,0.5,18.0,1.0
,,6,15,101002,10,6:15:45 AM,,0.8,15.0,
,,,30,101003,10,6:31:45 AM,6:48:30 AM,1.8,19.0,-0.5
,,7,2,101004,10,7:02:15 AM,7:20:45 AM,0.3,18.0,0.8
,,,20,101005,10,7:21:00 AM,7:39:45 AM,1.0,21.0,-1.3
,,,48,101006,10,7:48:45 AM,,0.8,18.0,
,,8,6,101007,10,8:10:00 AM,8:34:30 AM,4.0,21.0,7.5
,,,34,101008,10,8:37:15 AM,,3.3,17.0,
,,,51,101009,10,8:57:45 AM,9:15:00 AM,6.8,22.0,2.0
,,9,20,101010,10,9:21:30 AM,9:39:30 AM,1.5,18.0,1.5
,,,38,101011,10,9:42:45 AM,10:03:00 AM,4.8,22.0,3.0
,,10,7,101012,10,10:08:00 AM,10:27:45 AM,1.0,20.0,0.8
,,,27,101013,10,10:28:43 AM,10:52:00 AM,1.7,23.0,2.0
,,11,3,101014,10,11:04:00 AM,11:25:00 AM,1.0,20.0,2.0
,,,23,101015,10,11:26:00 AM,11:52:30 AM,3.0,24.0,5.5
,,,54,101016,10,11:54:45 AM,12:15:45 PM,0.8,21.0,0.8
,,12,18,101017,10,12:19:15 PM,12:44:15 PM,1.3,24.0,2.3
,,17,45,292011,20cc,5:47:45 PM,6:50:45 PM,2.8,64.0,1.8
,,18,49,292012,20cc,6:51:00 PM,,2.0,47.0,
