Trip Date,27,,,,,,,,,
Day,All,,,,,,,,,
,,,,,,,,,,
,,,,,,Data,,,,
,,15,12,501106,51,3:14:30 PM,3:38:31 PM,2.5,27.0,-0.5
,,16,3,501107,51,4:03:30 PM,4:32:45 PM,0.5,28.0,1.8
,,,34,501108,52,4:34:15 PM,5:09:15 PM,0.3,35.0,0.3
,,17,16,501109,51,5:16:30 PM,5:44:30 PM,0.5,26.0,2.5
,,,45,501110,51,5:45:15 PM,6:09:46 PM,0.3,27.0,-2.2
,,18,25,501111,51,,6:50:48 PM,,25.0,0.8
,,,53,501112,52,6:53:18 PM,7:26:49 PM,0.3,35.0,-1.2
,,19,34,501113,51,7:34:18 PM,7:57:18 PM,0.3,24.0,-0.7
,3216,6,23,402001,40,6:23:38 AM,6:47:23 AM,0.6,26.0,-1.6
,,,59,402002,40,6:59:53 AM,7:22:38 AM,0.9,23.0,0.6
,,7,27,402003,40,7:27:24 AM,7:58:24 AM,0.4,29.0,2.4
,,8,14,402004,40,8:14:39 AM,8:37:39 AM,0.7,23.0,0.7
,,,40,402005,40,8:40:24 AM,9:08:40 AM,0.4,29.0,-0.3
,,9,19,402006,40,9:19:39 AM,9:41:40 AM,0.7,23.0,-0.3
,,,45,402007,40,9:45:09 AM,10:16:09 AM,0.2,29.0,2.2
,,10,24,402008,40,10:25:09 AM,10:49:39 AM,1.2,24.0,1.7
,,,51,402009,40,10:52:09 AM,11:24:09 AM,1.2,28.0,5.2
,,11,29,402010,40,11:29:39 AM,11:59:39 AM,0.7,25.0,5.7
,,,57,402011,40,12:00:39 PM,12:27:39 PM,3.7,28.0,2.7
,,12,38,402012,40,12:39:54 PM,1:05:09 PM,1.9,25.0,2.2
,,13,5,402013,40,1:05:54 PM,1:33:25 PM,0.9,29.0,-0.6
,,,44,402014,40,1:45:24 PM,,1.4,25.0,
,,14,11,402015,40,2:11:24 PM,2:37:40 PM,0.4,28.0,-1.3
,,,49,402016,40,2:50:24 PM,3:18:24 PM,1.4,27.0,2.4
,,15,19,402017,40,3:19:39 PM,3:44:25 PM,0.7,29.0,-3.6
,,,58,402018,40,3:59:39 PM,4:28:24 PM,1.7,27.0,3.4
,,16,28,402019,40,4:29:39 PM,5:00:09 PM,1.7,29.0,3.2
,,17,7,402020,40,5:08:39 PM,5:35:54 PM,1.7,28.0,0.9
,,,38,402021,40,5:38:38 PM,6:07:39 PM,0.6,29.0,0.7
,,18,17,402022,40,6:18:09 PM,6:43:09 PM,1.2,26.0,0.2
,,,43,402023,40,6:44:54 PM,7:07:40 PM,1.9,26.0,-1.3
,,19,17,402024,40,7:18:39 PM,7:39:40 PM,1.7,23.0,-0.3
,3217,6,43,102001,10,6:43:38 AM,7:02:53 AM,0.6,20.0,-0.1
,,7,16,102002,10,7:16:53 AM,,0.9,18.0,
,,,36,102003,10,7:36:39 AM,8:02:54 AM,0.7,21.0,5.9
,,8,4,102004,10,8:04:39 AM,8:25:39 AM,0.7,17.0,4.7
,,,21,102005,10,8:25:54 AM,8:46:54 AM,4.9,21.0,4.9
,,,49,102006,10,8:50:54 AM,,1.9,17.0,
,,9,6,102007,10,9:09:54 AM,9:35:24 AM,3.9,23.0,6.4
,,,36,102008,10,9:36:24 AM,,0.4,18.0,
,,,54,102009,10,9:55:54 AM,10:17:39 AM,1.9,23.0,0.7
,,10,24,102010,10,10:24:54 AM,10:46:09 AM,0.9,20.0,2.2
,,,44,102011,10,10:46:24 AM,11:08:39 AM,2.4,24.0,0.7
,,11,21,102012,10,11:21:24 AM,11:43:09 AM,0.4,20.0,2.2
,,,41,102013,10,11:43:24 AM,12:08:39 PM,2.4,24.0,3.7
,,12,12,102014,10,12:12:54 PM,,0.9,21.0,
,,,35,102015,10,12:35:24 PM,1:04:54 PM,0.4,24.0,5.9
,,13,6,102016,10,1:06:54 PM,1:30:09 PM,0.9,20.0,4.2
,,,28,102017,10,1:30:24 PM,1:58:39 PM,2.4,24.0,6.7
,,14,5,102018,10,2:10:24 PM,,5.4,20.0,
,3218,6,30,302001,32,6:30:56 AM,7:04:46 AM,0.9,25.0,9.8
,,7,6,302002,32,7:07:16 AM,7:39:18 AM,1.3,28.0,5.3
,,,34,302003,31,7:39:48 AM,,5.8,29.0,
,,15,10,403101,40,3:11:06 PM,3:38:51 PM,1.1,27.0,1.9
,,,40,403102,40,3:40:51 PM,4:11:35 PM,0.9,28.0,3.6
,,16,21,403103,40,4:22:49 PM,4:52:37 PM,1.8,27.0,4.6
,,,51,403104,40,4:53:37 PM,5:29:22 PM,2.6,29.0,9.4
,,17,30,403105,40,5:33:37 PM,5:59:52 PM,3.6,28.0,1.9
,3219,5,55,301001,31,5:56:36 AM,6:18:35 AM,1.6,24.0,-0.4
,,6,29,301002,31,6:30:06 AM,6:58:05 AM,1.1,32.0,-2.9
,,7,1,301003,31,7:01:20 AM,7:30:36 AM,0.3,29.0,0.6
,,,38,301004,31,7:38:36 AM,8:14:51 AM,0.6,29.0,7.9
,,8,7,301005,31,8:15:21 AM,8:43:51 AM,8.4,29.0,7.9
,,,46,301006,31,8:46:51 AM,9:16:36 AM,0.9,29.0,1.6
,,9,15,301007,31,9:17:06 AM,9:49:36 AM,2.1,28.0,6.6
,,,53,301008,31,9:54:36 AM,10:23:36 AM,1.6,29.0,1.6
,,10,22,301009,31,10:24:06 AM,10:50:06 AM,2.1,27.0,1.1
,,,59,301010,32,11:00:51 AM,11:37:51 AM,1.9,31.0,7.9
,,11,30,301011,31,11:38:21 AM,12:09:36 PM,8.4,28.0,11.6
,,12,8,301012,31,12:14:36 PM,12:47:21 PM,6.6,34.0,5.4
,,,42,301013,31,12:47:36 PM,1:13:21 PM,5.6,27.0,4.4
,,13,19,301014,31,1:19:36 PM,1:55:21 PM,0.6,36.0,0.4
,,,55,301015,31,1:55:36 PM,2:26:36 PM,0.6,27.0,4.6
,,14,32,301016,31,2:32:36 PM,3:12:06 PM,0.6,40.0,0.1
,,15,12,301017,31,3:12:51 PM,3:45:51 PM,0.9,29.0,4.9
,,,51,301018,31,3:51:36 PM,4:30:52 PM,0.6,40.0,-0.1
,,16,31,301019,31,4:31:36 PM,4:58:07 PM,0.6,28.0,-0.9
,,17,9,301020,31,5:10:21 PM,5:47:37 PM,1.4,39.0,-0.4
,,,48,301021,32,5:48:21 PM,6:15:06 PM,0.4,24.0,3.1
,,18,37,301022,31,6:38:24 PM,7:23:08 PM,1.4,35.0,11.1
,,19,12,301023,32,7:23:38 PM,7:46:07 PM,11.6,23.0,11.1
,3220,5,50,101001,10,5:50:58 AM,6:08:13 AM,1.0,18.0,0.2
,,6,15,101002,10,,6:30:28 AM,,15.0,0.5
,,,30,101003,10,6:30:43 AM,6:48:29 AM,0.7,19.0,-0.5
,,7,2,101004,10,7:02:58 AM,7:20:28 AM,1.0,18.0,0.5
,,,20,101005,10,7:20:43 AM,7:42:45 AM,0.7,21.0,1.8
,,,48,101006,10,7:48:30 AM,8:10:30 AM,0.5,18.0,4.5
,,8,6,101007,10,8:10:45 AM,8:32:30 AM,4.8,21.0,5.5
,,,34,101008,10,8:35:45 AM,8:53:45 AM,1.8,17.0,2.8
,,,51,101009,10,8:54:00 AM,9:15:15 AM,3.0,22.0,2.3
,,9,20,101010,10,9:21:00 AM,9:41:15 AM,1.0,18.0,3.3
,,,38,101011,10,9:41:45 AM,10:01:15 AM,3.8,22.0,1.3
,,10,7,101012,10,10:08:00 AM,10:27:30 AM,1.0,20.0,0.5
,,,27,101013,10,10:29:00 AM,10:50:45 AM,2.0,23.0,0.8
,,11,3,101014,10,11:05:00 AM,11:23:30 AM,2.0,20.0,0.5
,,,23,101015,10,11:24:30 AM,11:51:00 AM,1.5,24.0,4.0
,,,54,101016,10,11:56:15 AM,12:19:45 PM,2.3,21.0,4.8
,,12,18,101017,10,12:21:00 PM,12:45:45 PM,3.0,24.0,3.8
,,,49,101018,10,12:50:30 PM,1:10:30 PM,1.5,21.0,0.5
,,13,12,101019,10,1:12:15 PM,1:36:45 PM,0.3,24.0,0.8
,,,49,101020,10,1:50:15 PM,,1.3,20.0,
,,14,9,101021,10,2:10:30 PM,2:35:00 PM,1.5,24.0,2.0
,,,40,101022,10,2:40:30 PM,3:02:30 PM,0.5,20.0,2.5
,,15,4,101023,10,3:04:30 PM,3:31:30 PM,0.5,23.0,4.5
,,,34,101024,10,3:37:30 PM,4:05:45 PM,3.5,21.0,10.8
,,,58,101025,10,4:06:00 PM,4:34:30 PM,8.0,23.0,13.5
,,16,28,101026,10,4:39:30 PM,,11.5,20.0,
,,,51,101027,10,5:04:30 PM,,13.5,26.0,
,,17,24,101028,10,5:34:15 PM,5:53:30 PM,10.3,20.0,9.5
,,,46,101029,10,5:53:45 PM,6:19:45 PM,7.8,24.0,9.8
,,18,17,101030,10,6:24:15 PM,,7.3,20.0,
,,,40,101031,10,6:44:30 PM,7:04:30 PM,4.5,22.0,2.5
,,19,9,101032,10,7:10:15 PM,7:30:15 PM,1.3,18.0,3.3
,3221,5,54,202001,20cw,5:54:36 AM,6:33:22 AM,0.6,40.0,-0.6
,,6,45,202002,20cw,6:45:21 AM,7:32:07 AM,0.4,47.0,0.1
,,7,42,202003,20cw,7:42:22 AM,8:36:22 AM,0.4,54.0,0.4
,,8,51,202004,20cw,8:51:22 AM,9:46:22 AM,0.4,54.0,1.4
,,9,55,202005,20cw,9:56:06 AM,10:49:07 AM,1.1,54.0,0.1
,,10,59,202006,20cw,11:00:07 AM,12:03:22 PM,1.1,57.0,7.4
,,12,6,202007,20cw,12:06:52 PM,1:07:36 PM,0.9,59.0,2.6
,,13,15,202008,20cw,1:15:21 PM,2:19:51 PM,0.4,60.0,4.9
,,14,25,202009,20cw,2:25:21 PM,3:29:06 PM,0.4,62.0,2.1
,,15,37,202010,20cw,3:38:51 PM,4:36:07 PM,1.9,60.0,-0.9
,,16,47,202011,20cw,4:47:36 PM,6:03:21 PM,0.6,61.0,15.4
,,17,58,202012,20cw,6:05:06 PM,7:06:51 PM,7.1,53.0,15.9
,,19,1,202013,20cw,7:07:21 PM,7:57:51 PM,6.4,47.0,9.9
,3222,6,12,292001,20cc,,7:07:53 AM,,57.0,-1.1
,,7,9,292002,20cc,7:09:24 AM,8:20:24 AM,0.4,71.0,0.4
,,8,20,292003,20cc,8:21:09 AM,9:35:39 AM,1.2,67.0,8.7
,,9,27,292004,20cc,9:36:39 AM,10:35:09 AM,9.7,68.0,0.2
,,10,35,292005,20cc,10:35:39 AM,11:47:09 AM,0.7,71.0,1.2
,,11,46,292006,20cc,11:48:09 AM,1:00:24 PM,2.2,73.0,1.4
,,12,59,292007,20cc,1:00:39 PM,2:11:39 PM,1.7,72.0,0.7
,,14,11,292008,20cc,2:11:54 PM,3:23:09 PM,0.9,72.0,0.2
,,15,23,292009,20cc,3:24:09 PM,4:37:56 PM,1.2,75.0,-0.1
,,16,38,292010,20cc,4:38:12 PM,5:45:12 PM,0.2,67.0,0.2
,,17,45,292011,20cc,5:46:42 PM,6:48:41 PM,1.7,64.0,-0.3
,,18,49,292012,20cc,6:49:12 PM,,0.2,47.0,
,3223,6,0,401001,40,6:00:56 AM,6:26:12 AM,0.9,26.0,0.2
,,,36,401002,40,6:37:27 AM,7:04:11 AM,1.5,23.0,5.2
,,7,2,401003,40,7:06:26 AM,7:33:42 AM,4.4,29.0,2.7
,,,41,401004,40,7:43:12 AM,8:07:12 AM,2.2,23.0,3.2
,,8,7,401005,40,8:08:27 AM,8:39:42 AM,1.5,29.0,3.7
,,,46,401006,40,8:47:12 AM,9:11:12 AM,1.2,23.0,2.2
,,9,12,401007,40,9:12:27 AM,9:41:12 AM,0.5,29.0,0.2
,,,51,401008,40,9:52:27 AM,10:19:57 AM,1.5,24.0,5.0
,,10,18,401009,40,10:20:12 AM,10:48:27 AM,2.2,28.0,2.5
,,,56,401010,40,10:56:57 AM,11:25:42 AM,1.0,25.0,4.7
,,11,24,401011,40,11:26:42 AM,11:55:57 AM,2.7,28.0,4.0
,,12,5,401012,40,12:06:27 PM,12:35:57 PM,1.5,25.0,6.0
,,,32,401013,40,12:36:57 PM,1:03:12 PM,5.0,29.0,2.2
,,13,11,401014,40,1:12:12 PM,1:38:57 PM,1.2,25.0,3.0
,,,39,401015,40,1:39:41 PM,2:08:12 PM,0.7,28.0,1.2
,,14,17,401016,40,2:18:40 PM,2:57:42 PM,1.7,25.0,15.7
,,,48,401017,40,2:58:27 PM,3:26:57 PM,10.5,29.0,10.0
,,15,27,401018,40,3:30:42 PM,4:05:42 PM,3.7,27.0,11.7
,,16,0,401019,40,4:06:42 PM,4:34:57 PM,6.7,29.0,6.0
,,,45,401020,40,4:45:57 PM,5:14:57 PM,1.0,27.0,3.0
,,17,15,401021,40,5:15:27 PM,5:46:46 PM,0.5,29.0,2.8
,,,54,401022,40,5:54:46 PM,6:20:01 PM,0.8,26.0,0.0
,,18,20,401023,40,6:20:31 PM,6:47:31 PM,0.5,27.0,0.5
,,,55,401024,40,6:55:46 PM,7:18:01 PM,0.8,23.0,0.0
,,19,18,401025,40,7:18:16 PM,7:43:32 PM,0.3,26.0,-0.5
,3224,7,23,303001,32,7:23:58 AM,7:56:45 AM,1.0,26.0,7.8
,,,59,303002,32,8:00:00 AM,8:31:00 AM,1.0,29.0,3.0
,,8,28,303003,31,8:31:30 AM,8:58:15 AM,3.5,29.0,1.3
,,9,8,303004,31,9:10:30 AM,9:42:45 AM,2.5,29.0,5.8
,,,37,303005,32,9:43:00 AM,10:08:00 AM,6.0,26.0,5.0
,,10,15,303006,32,10:16:45 AM,10:43:45 AM,1.8,27.0,1.8
,,,42,303007,32,10:44:00 AM,11:06:00 AM,2.0,25.0,-1.0
,,11,20,303008,31,11:20:45 AM,11:58:45 AM,0.8,35.0,3.8
,,,55,303009,32,11:59:00 AM,12:19:30 PM,4.0,25.0,-0.5
,,12,30,303010,31,12:31:45 PM,1:04:45 PM,1.8,36.0,-1.3
,,13,6,303011,32,1:07:15 PM,1:36:00 PM,1.3,26.0,4.0
,,,45,303012,32,1:45:45 PM,2:20:00 PM,0.8,36.0,-1.0
,,14,21,303013,31,2:21:15 PM,2:50:00 PM,0.3,27.0,2.0
,,15,6,303014,32,3:06:45 PM,3:45:45 PM,0.8,39.0,0.8
,,,45,303015,31,3:46:45 PM,4:17:45 PM,1.8,29.0,3.8
,,16,24,303016,31,4:25:00 PM,5:07:00 PM,1.0,39.0,4.0
,,17,3,303017,32,5:07:30 PM,5:37:15 PM,4.5,27.0,7.3
,,,40,303018,31,5:40:45 PM,,0.8,37.0,0.0
,,18,17,303019,31,6:17:30 PM,6:46:00 PM,0.5,26.0,3.0
,,19,3,303020,31,7:03:45 PM,7:34:00 PM,0.8,30.0,1.0
,3225,6,5,201001,20cw,6:06:22 AM,6:17:07 AM,1.4,12.0,0.1
,,,32,201002,20cw,6:32:52 AM,7:20:52 AM,0.9,46.0,2.9
,,7,28,201003,20cw,7:28:24 AM,8:28:08 AM,0.4,51.0,9.1
,,8,29,201004,20cw,8:32:09 AM,9:24:53 AM,3.2,55.0,0.9
,,9,34,201005,20cw,9:34:24 AM,10:28:39 AM,0.4,55.0,-0.3
,,10,39,201006,20cw,10:39:24 AM,11:35:38 AM,0.4,56.0,0.6
,,11,45,201007,20cw,11:45:38 AM,12:55:56 PM,0.6,56.0,14.9
,,12,51,201008,20cw,1:01:56 PM,2:01:11 PM,10.9,60.0,10.2
,,14,1,201009,20cw,2:01:56 PM,3:01:56 PM,0.9,60.0,0.9
,,15,11,201010,20cw,3:11:12 PM,4:13:27 PM,0.2,61.0,1.5
,,16,22,201011,20cw,4:24:12 PM,5:26:56 PM,2.2,59.0,5.9
,,17,31,201012,20cw,5:32:27 PM,6:27:26 PM,1.5,57.0,-0.6
,,18,38,201013,20cw,6:39:27 PM,7:26:56 PM,1.5,49.0,-0.1
,,19,33,201014,20cw,7:34:42 PM,8:19:26 PM,1.7,47.0,-0.6
,3292,5,41,293001,20cc,5:43:15 AM,6:37:15 AM,2.3,55.0,1.3
,,6,36,293002,20cc,6:37:45 AM,7:32:46 AM,1.8,56.0,0.8
,,7,32,293003,20cc,7:33:16 AM,8:40:01 AM,1.3,67.0,1.0
,,8,39,293004,20cc,8:40:31 AM,9:48:46 AM,1.5,69.0,0.8
,,9,48,293005,20cc,9:49:31 AM,10:59:46 AM,1.5,70.0,1.8
,,10,58,293006,20cc,11:00:01 AM,12:11:46 PM,2.0,73.0,0.8
,,12,11,293007,20cc,12:12:16 PM,1:25:01 PM,1.3,73.0,1.0
,,13,24,293008,20cc,1:29:15 PM,2:39:31 PM,5.3,75.0,0.5
,,14,39,293009,20cc,2:40:16 PM,3:54:16 PM,1.3,72.0,3.3
,,15,51,293010,20cc,3:55:45 PM,5:02:31 PM,4.8,70.0,1.5
,,17,1,293011,20cc,5:03:01 PM,6:10:01 PM,2.0,68.0,1.0
,,18,9,293012,20cc,6:10:16 PM,,1.3,56.0,
,,19,5,293013,20cc,7:06:15 PM,,1.3,46.0,
,3293,6,3,291001,20cc,6:03:58 AM,6:59:13 AM,1.0,56.0,0.2
,,,59,291002,20cc,6:59:58 AM,8:01:45 AM,1.0,61.0,1.8
,,8,0,291003,20cc,8:02:00 AM,9:08:47 AM,2.0,67.0,1.8
,,9,7,291004,20cc,9:09:02 AM,10:14:03 AM,2.0,67.0,0.1
,,10,14,291005,20cc,10:14:33 AM,11:24:17 AM,0.6,69.0,1.3
,,11,23,291006,20cc,11:24:47 AM,12:35:33 PM,1.8,72.0,0.6
,,12,35,291007,20cc,12:36:02 PM,1:52:33 PM,1.0,72.0,5.6
,,13,47,291008,20cc,1:53:03 PM,,6.1,74.0,
,,15,1,291009,20cc,,4:17:35 PM,,72.0,4.6
,,16,13,291010,20cc,4:18:05 PM,5:24:36 PM,5.1,70.0,1.6
,,17,23,291011,20cc,5:24:51 PM,,1.9,67.0,
,,18,30,291012,20cc,6:31:36 PM,7:26:06 PM,1.6,56.0,0.1
,,19,26,291013,20cc,7:26:51 PM,,0.9,46.0,
,3294,5,59,103001,10,6:01:30 AM,,2.5,15.0,
,,6,14,103002,10,6:15:45 AM,6:33:45 AM,1.8,19.0,0.8
,,,40,103003,10,6:41:45 AM,,1.8,15.0,
,,,55,103004,10,7:00:15 AM,7:17:00 AM,5.3,21.0,1.0
,,7,29,103005,10,7:29:45 AM,7:48:15 AM,0.8,18.0,1.3
,,,51,103006,10,7:51:30 AM,8:16:30 AM,0.5,21.0,4.5
,,8,19,103007,10,8:19:45 AM,8:40:15 AM,0.8,17.0,4.3
,,,36,103008,10,8:40:30 AM,9:00:30 AM,4.5,21.0,3.5
,,9,4,103009,10,9:04:30 AM,,0.5,18.0,
,,,22,103010,10,9:24:15 AM,9:45:15 AM,2.3,23.0,0.3
,,,52,103011,10,9:53:30 AM,,1.5,19.0,
,,10,11,103012,10,10:13:15 AM,10:35:00 AM,2.3,23.0,1.0
,,,41,103013,10,10:43:00 AM,,2.0,21.0,
,,11,2,103014,10,11:05:15 AM,11:27:00 AM,3.3,24.0,1.0
,,,39,103015,10,11:39:15 AM,11:58:31 AM,0.3,20.0,-0.5
,,12,1,103016,10,12:01:30 PM,12:27:00 PM,0.5,24.0,2.0
,,,32,103017,10,12:32:30 PM,12:54:30 PM,0.5,21.0,1.5
,,,55,103018,10,12:55:30 PM,1:20:00 PM,0.5,24.0,1.0
,,13,26,103019,10,1:26:15 PM,,0.3,20.0,
,,,48,103020,10,1:48:30 PM,2:13:15 PM,0.5,24.0,1.3
,,14,25,103021,10,2:25:15 PM,2:47:15 PM,0.3,20.0,2.3
,,,47,103022,10,2:47:30 PM,3:12:30 PM,0.5,24.0,1.5
,,15,18,103023,10,3:18:15 PM,,0.3,21.0,
,,,41,103024,10,3:43:15 PM,4:04:45 PM,2.3,23.0,0.8
,,16,11,103025,10,4:11:45 PM,4:32:15 PM,0.8,20.0,1.3
,,,36,103026,10,4:36:30 PM,5:01:45 PM,0.5,23.0,2.8
,,17,6,103027,10,5:07:00 PM,5:28:00 PM,1.0,20.0,2.0
,,,28,103028,10,5:28:45 PM,5:55:30 PM,0.8,26.0,1.5
,,18,1,103029,10,6:01:30 PM,6:20:16 PM,0.5,20.0,-0.7
,,,23,103030,10,6:23:45 PM,6:44:16 PM,0.8,22.0,-0.7
,,,52,103031,10,6:52:15 PM,7:11:45 PM,0.3,19.0,0.8
,,19,18,103032,10,7:18:45 PM,7:40:00 PM,0.8,22.0,0.0
,,,47,103033,10,7:48:00 PM,,1.0,15.0,
,3295,6,15,203001,20cw,6:15:54 AM,7:02:09 AM,0.9,41.0,6.2
,,7,6,203002,20cw,7:06:39 AM,7:59:10 AM,0.7,50.0,3.2
,,8,7,203003,20cw,8:07:40 AM,9:04:25 AM,0.7,54.0,3.4
,,9,12,203004,20cw,9:13:10 AM,10:06:10 AM,1.2,54.0,0.2
,,10,16,203005,20cw,10:16:25 AM,11:11:55 AM,0.4,55.0,0.9
,,11,21,203006,20cw,11:21:40 AM,12:22:55 PM,0.7,56.0,5.9
,,12,27,203007,20cw,12:27:25 PM,1:29:25 PM,0.4,60.0,2.4
,,13,37,203008,20cw,1:39:40 PM,2:40:25 PM,2.7,60.0,3.4
,,14,47,203009,20cw,2:47:25 PM,3:55:55 PM,0.4,61.0,7.9
,,16,0,203010,20cw,4:00:55 PM,4:59:26 PM,0.9,60.0,-0.6
,,17,10,203011,20cw,5:11:25 PM,6:08:26 PM,1.4,59.0,-0.6
,,18,19,203012,20cw,6:19:40 PM,7:07:26 PM,0.7,49.0,-0.6
,,19,14,203013,20cw,7:15:27 PM,8:01:10 PM,1.5,47.0,0.2
,3296,8,44,302005,32,,9:16:36 AM,,26.0,6.6
,,9,30,302006,32,9:31:06 AM,9:58:21 AM,1.1,27.0,1.4
,,,57,302007,31,9:58:36 AM,10:26:06 AM,1.6,27.0,2.1
,,10,37,302008,31,10:38:51 AM,,1.9,29.0,
,,11,6,302009,31,11:09:06 AM,,3.1,27.0,
,,12,14,302011,31,,12:40:52 PM,,28.0,-1.1
,,,52,302012,32,12:53:21 PM,1:28:51 PM,1.4,32.0,4.9
,,13,24,302013,31,1:29:21 PM,1:55:36 PM,5.4,27.0,4.6
,,14,3,302014,31,2:03:51 PM,2:36:37 PM,0.9,36.0,-2.4
,,,39,302015,32,2:39:21 PM,3:07:51 PM,0.4,26.0,2.9
,,15,15,302016,31,3:16:36 PM,3:56:06 PM,1.6,41.0,0.1
,,,56,302017,32,3:56:36 PM,4:20:22 PM,0.6,25.0,-0.6
,,16,46,302018,32,4:47:21 PM,5:23:51 PM,1.4,37.0,0.9
,,17,23,302019,32,5:24:06 PM,5:50:21 PM,1.1,27.0,0.4
,,18,7,302020,32,6:07:36 PM,6:40:52 PM,0.6,34.0,-0.1
,,,41,302021,32,6:41:21 PM,7:08:06 PM,0.4,24.0,3.1
,,19,20,302022,32,7:20:51 PM,7:48:21 PM,0.9,28.0,0.4
,3297,6,48,403001,40,6:48:48 AM,7:19:32 AM,0.8,28.0,3.5
,,7,26,403002,40,7:27:03 AM,7:48:49 AM,1.1,23.0,-0.2
,,,52,403003,40,7:52:33 AM,8:20:03 AM,0.6,28.0,0.1
,,8,30,403004,40,8:32:03 AM,8:53:48 AM,2.1,23.0,0.8
,,15,21,102021,10,,3:48:33 PM,,23.0,4.6
,,16,46,102024,10,,5:07:01 PM,,20.0,1.0
,,17,8,102025,10,5:08:31 PM,5:35:46 PM,0.5,26.0,1.8
,,,41,102026,10,5:41:46 PM,6:05:31 PM,0.8,20.0,4.5
